date,XLRE.US
2021-08-16,39.5821
2021-08-17,39.6583
2021-08-18,39.2437
2021-08-19,39.5737
2021-08-20,39.7598
2021-08-23,39.6075
2021-08-24,39.3114
2021-08-25,39.2691
2021-08-26,39.2945
2021-08-27,39.6160
2021-08-30,40.0982
2021-08-31,40.3350
2021-09-01,41.0287
2021-09-02,41.2233
2021-09-03,41.2233
2021-09-07,40.7665
2021-09-08,41.0118
2021-09-09,40.1405
2021-09-10,39.6329
2021-09-13,39.8528
2021-09-14,39.7682
2021-09-15,39.9205
2021-09-16,39.9966
2021-09-17,39.6329
2021-09-20,39.3614
2021-09-21,39.3699
2021-09-22,39.7017
2021-09-23,39.5060
2021-09-24,39.0551
2021-09-27,38.4086
2021-09-28,38.1789
2021-09-29,38.4256
2021-09-30,37.8131
2021-10-01,38.2215
2021-10-04,38.2640
2021-10-05,37.9663
2021-10-06,38.3321
2021-10-07,38.3746
2021-10-08,37.9578
2021-10-11,38.0088
2021-10-12,38.5192
2021-10-13,38.7404
2021-10-14,39.2848
2021-10-15,39.3018
2021-10-18,39.3699
2021-10-19,39.5485
2021-10-20,40.1525
2021-10-21,40.2801
2021-10-22,40.5694
2021-10-25,40.6885
2021-10-26,40.8756
2021-10-27,40.5779
2021-10-28,41.1734
2021-10-29,40.6800
2021-11-01,40.7735
2021-11-02,41.1563
2021-11-03,41.3945
2021-11-04,40.9267
2021-11-05,41.0202
2021-11-08,41.0117
2021-11-09,41.1649
2021-11-10,40.9607
2021-11-11,40.9777
2021-11-12,40.9947
2021-11-15,41.2244
2021-11-16,40.9692
2021-11-17,41.2414
2021-11-18,41.2329
2021-11-19,41.0117
2021-11-22,40.8076
2021-11-23,41.2414
2021-11-24,41.7944
2021-11-26,40.6629
2021-11-29,41.1734
2021-11-30,40.3142
2021-12-01,39.7867
2021-12-02,40.8756
2021-12-03,40.6715
2021-12-06,41.2584
2021-12-07,41.9900
2021-12-08,42.1687
2021-12-09,41.6327
2021-12-10,41.8454
2021-12-13,42.4069
2021-12-14,41.9390
2021-12-15,42.5600
2021-12-16,42.7216
2021-12-17,42.5770
2021-12-20,42.2985
2021-12-21,42.5387
2021-12-22,42.9592
2021-12-23,42.8305
2021-12-27,43.7056
2021-12-28,43.8944
2021-12-29,44.1603
2021-12-30,44.3577
2021-12-31,44.4520
2022-01-03,44.0402
2022-01-04,43.8686
2022-01-05,42.4444
2022-01-06,42.4959
2022-01-07,42.2728
2022-01-10,42.0240
2022-01-11,41.9553
2022-01-12,42.0669
2022-01-13,41.9210
2022-01-14,41.4320
2022-01-18,41.1488
2022-01-19,40.6169
2022-01-20,40.2565
2022-01-21,40.2308
2022-01-24,40.3166
2022-01-25,40.2050
2022-01-26,39.5358
2022-01-27,38.8237
2022-01-28,40.1707
2022-01-31,40.6169
2022-02-01,40.3423
2022-02-02,41.0373
2022-02-03,40.6169
2022-02-04,40.0592
2022-02-07,40.0678
2022-02-08,39.7074
2022-02-09,40.6683
2022-02-10,39.5101
2022-02-11,38.9695
2022-02-14,38.5491
2022-02-15,38.7379
2022-02-16,38.8408
2022-02-17,38.5062
2022-02-18,38.3346
2022-02-22,38.2317
2022-02-23,37.7341
2022-02-24,38.3861
2022-02-25,39.3471
2022-02-28,38.6693
2022-03-01,38.5920
2022-03-02,39.2784
2022-03-03,39.7074
2022-03-04,40.0420
2022-03-07,39.3127
2022-03-08,38.9610
2022-03-09,39.6130
2022-03-10,39.7503
2022-03-11,39.3556
2022-03-14,39.1154
2022-03-15,39.4243
2022-03-16,39.8618
2022-03-17,40.4281
2022-03-18,40.5225
2022-03-21,40.3141
2022-03-22,40.3400
2022-03-23,39.8827
2022-03-24,40.1933
2022-03-25,40.6679
2022-03-28,41.1857
2022-03-29,42.3937
2022-03-30,42.1607
2022-03-31,41.6948
2022-04-01,42.5231
2022-04-04,42.3937
2022-04-05,42.4282
2022-04-06,43.0581
2022-04-07,42.7043
2022-04-08,42.8597
2022-04-11,42.2729
2022-04-12,42.1435
2022-04-13,42.3160
2022-04-14,42.0744
2022-04-18,41.9709
2022-04-19,42.8510
2022-04-20,43.6622
2022-04-21,43.3774
2022-04-22,42.6008
2022-04-25,42.4023
2022-04-26,41.7379
2022-04-27,41.4877
2022-04-28,42.2470
2022-04-29,40.2106
2022-05-02,39.1665
2022-05-03,39.6411
2022-05-04,40.1071
2022-05-05,39.0802
2022-05-06,38.6833
2022-05-09,36.8799
2022-05-10,36.0601
2022-05-11,36.0083
2022-05-12,36.2758
2022-05-13,37.1819
2022-05-16,36.8799
2022-05-17,37.2768
2022-05-18,36.1895
2022-05-19,36.1205
2022-05-20,36.5433
2022-05-23,37.0179
2022-05-24,37.4494
2022-05-25,37.6565
2022-05-26,37.6133
2022-05-27,38.6747
2022-05-31,38.1569
2022-06-01,37.7427
2022-06-02,38.3122
2022-06-03,37.8290
2022-06-06,37.7169
2022-06-07,38.1569
2022-06-08,37.2423
2022-06-09,36.3880
2022-06-10,35.5251
2022-06-13,33.8166
2022-06-14,33.5750
2022-06-15,34.3430
2022-06-16,33.5232
2022-06-17,33.7217
2022-06-21,34.3472
2022-06-22,34.9039
2022-06-23,35.5910
2022-06-24,36.3651
2022-06-27,36.2346
2022-06-28,35.7388
2022-06-29,35.5127
2022-06-30,35.5388
2022-07-01,36.1737
2022-07-05,36.0259
2022-07-06,35.9998
2022-07-07,36.0259
2022-07-08,35.8606
2022-07-11,35.8606
2022-07-12,35.6345
2022-07-13,35.4431
2022-07-14,35.0952
2022-07-15,35.6606
2022-07-18,35.3127
2022-07-19,36.2868
2022-07-20,36.1041
2022-07-21,36.4781
2022-07-22,36.7565
2022-07-25,36.7826
2022-07-26,36.8521
2022-07-27,37.0522
2022-07-28,38.4177
2022-07-29,38.5656
2022-08-01,38.2177
2022-08-02,37.7132
2022-08-03,37.8698
2022-08-04,37.9046
2022-08-05,38.0263
2022-08-08,38.3047
2022-08-09,38.6091
2022-08-10,39.1309
2022-08-11,38.9483
2022-08-12,39.6093
2022-08-15,39.7833
2022-08-16,39.6267
2022-08-17,39.5136
2022-08-18,39.2440
2022-08-19,38.8613
2022-08-22,38.0524
2022-08-23,37.4784
2022-08-24,37.7741
2022-08-25,38.3568
2022-08-26,37.3827
2022-08-29,37.0609
2022-08-30,36.5303
2022-08-31,36.3999
2022-09-01,36.5303
2022-09-02,35.9041
2022-09-06,36.2781
2022-09-07,36.9739
2022-09-08,37.0783
2022-09-09,37.4349
2022-09-12,37.7480
2022-09-13,36.3129
2022-09-14,35.8693
2022-09-15,35.0865
2022-09-16,35.0952
2022-09-19,35.0283
2022-09-20,34.1067
2022-09-21,33.6065
2022-09-22,33.2905
2022-09-23,32.8780
2022-09-26,31.9915
2022-09-27,31.5702
2022-09-28,32.1671
2022-09-29,31.2718
2022-09-30,31.6053
2022-10-03,32.1934
2022-10-04,32.7025
2022-10-05,32.0969
2022-10-06,31.0436
2022-10-07,30.3064
2022-10-10,29.9641
2022-10-11,30.2449
2022-10-12,29.8412
2022-10-13,30.4029
2022-10-14,29.6393
2022-10-17,30.7452
2022-10-18,31.1490
2022-10-19,30.3678
2022-10-20,30.2186
2022-10-21,30.4293
2022-10-24,30.4117
2022-10-25,31.6141
2022-10-26,31.5527
2022-10-27,31.5702
2022-10-28,32.3163
2022-10-31,32.2373
2022-11-01,32.1846
2022-11-02,31.3420
2022-11-03,31.3245
2022-11-04,31.7633
2022-11-07,31.7546
2022-11-08,31.9476
2022-11-09,31.5966
2022-11-10,34.0190
2022-11-11,34.0014
2022-11-14,33.0974
2022-11-15,33.5099
2022-11-16,33.2729
2022-11-17,32.9745
2022-11-18,33.3958
2022-11-21,33.6328
2022-11-22,33.7996
2022-11-23,33.8522
2022-11-25,34.0541
2022-11-28,33.0974
2022-11-29,33.6503
2022-11-30,34.4403
2022-12-01,34.3700
2022-12-02,34.2033
2022-12-05,33.6240
2022-12-06,33.3695
2022-12-07,33.4397
2022-12-08,33.6855
2022-12-09,33.6152
2022-12-12,33.8961
2022-12-13,34.6421
2022-12-14,34.3086
2022-12-15,33.9137
2022-12-16,32.9131
2022-12-19,32.5231
2022-12-20,32.4521
2022-12-21,32.7806
2022-12-22,32.6208
2022-12-23,32.9137
2022-12-27,32.8871
2022-12-28,32.3634
2022-12-29,33.0824
2022-12-30,32.7806
2023-01-03,32.9048
2023-01-04,33.6593
2023-01-05,32.6740
2023-01-06,33.6238
2023-01-09,33.6061
2023-01-10,33.7037
2023-01-11,34.9286
2023-01-12,35.3192
2023-01-13,35.1150
2023-01-17,35.1239
2023-01-18,34.5825
2023-01-19,34.4138
2023-01-20,34.8132
2023-01-23,34.9109
2023-01-24,35.0618
2023-01-25,35.0973
2023-01-26,35.4967
2023-01-27,35.8163
2023-01-30,35.3813
2023-01-31,36.0293
2023-02-01,36.2956
2023-02-02,37.1300
2023-02-03,36.3577
2023-02-06,36.1270
2023-02-07,35.9849
2023-02-08,35.8873
2023-02-09,35.5411
2023-02-10,35.6121
2023-02-13,35.9406
2023-02-14,35.5677
2023-02-15,35.6654
2023-02-16,35.3370
2023-02-17,35.1594
2023-02-21,34.4671
2023-02-22,34.1564
2023-02-23,34.4848
2023-02-24,33.8457
2023-02-27,33.8990
2023-02-28,33.9167
2023-03-01,33.3930
2023-03-02,33.8280
2023-03-03,34.3961
2023-03-06,34.2629
2023-03-07,33.4019
2023-03-08,33.8724
2023-03-09,33.1001
2023-03-10,32.0438
2023-03-13,32.5586
2023-03-14,32.8959
2023-03-15,32.9137
2023-03-16,32.9137
2023-03-17,32.1592
2023-03-20,32.5042
2023-03-21,32.3164
2023-03-22,31.1364
2023-03-23,30.9487
2023-03-24,31.7443
2023-03-27,31.6370
2023-03-28,31.5298
2023-03-29,32.2807
2023-03-30,32.7008
2023-03-31,33.4160
2023-04-03,33.1031
2023-04-04,33.1121
2023-04-05,32.9422
2023-04-06,33.1657
2023-04-10,33.3356
2023-04-11,33.4965
2023-04-12,33.3981
2023-04-13,33.2909
2023-04-14,32.7187
2023-04-17,33.4607
2023-04-18,33.4071
2023-04-19,33.6037
2023-04-20,33.2015
2023-04-21,33.2372
2023-04-24,33.1478
2023-04-25,32.8439
2023-04-26,32.5757
2023-04-27,33.3624
2023-04-28,33.7468
2023-05-01,33.4339
2023-05-02,32.8618
2023-05-03,32.6561
2023-05-04,32.9601
2023-05-05,33.4696
2023-05-08,33.2372
2023-05-09,33.1299
2023-05-10,33.4428
2023-05-11,33.0942
2023-05-12,33.1568
2023-05-15,33.0942
2023-05-16,32.2092
2023-05-17,32.6293
2023-05-18,32.4237
2023-05-19,32.3701
2023-05-22,32.5846
2023-05-23,32.1824
2023-05-24,31.4761
2023-05-25,31.5476
2023-05-26,31.9142
2023-05-30,32.0125
2023-05-31,32.2181
2023-06-01,32.2270
2023-06-02,32.9065
2023-06-05,32.7545
2023-06-06,32.9512
2023-06-07,33.5590
2023-06-08,33.3534
2023-06-09,33.1836
2023-06-12,33.1657
2023-06-13,33.4071
2023-06-14,33.5859
2023-06-15,33.7289
2023-06-16,33.6931
2023-06-20,33.3377
2023-06-21,33.1932
2023-06-22,32.7238
2023-06-23,32.3718
2023-06-26,33.0939
2023-06-27,33.4550
2023-06-28,33.5453
2023-06-29,33.8522
2023-06-30,34.0237
2023-07-03,34.2946
2023-07-05,34.4661
2023-07-06,34.2765
2023-07-07,34.1140
2023-07-10,34.2314
2023-07-11,34.6195
2023-07-12,34.7820
2023-07-13,35.0167
2023-07-14,35.0167
2023-07-17,34.7188
2023-07-18,34.4300
2023-07-19,34.8091
2023-07-20,34.6918
2023-07-21,34.8452
2023-07-24,35.1792
2023-07-25,34.9174
2023-07-26,35.0438
2023-07-27,34.3036
2023-07-28,34.2043
2023-07-31,34.4751
2023-08-01,34.4119
2023-08-02,34.2675
2023-08-03,33.7981
2023-08-04,33.4641
2023-08-07,33.8883
2023-08-08,33.7168
2023-08-09,33.7981
2023-08-10,33.6897
2023-08-11,33.7529
2023-08-14,33.5724
2023-08-15,33.2293
2023-08-16,32.8231
2023-08-17,32.5794
2023-08-18,32.6697
2023-08-21,32.3898
2023-08-22,32.4891
2023-08-23,32.9676
2023-08-24,32.8141
2023-08-25,32.9044
2023-08-28,33.1662
2023-08-29,33.5453
2023-08-30,33.6627
2023-08-31,33.4189
2023-09-01,33.4009
2023-09-05,33.0669
2023-09-06,33.0037
2023-09-07,33.2745
2023-09-08,33.0578
2023-09-11,33.0759
2023-09-12,33.0759
2023-09-13,32.7419
2023-09-14,33.3377
2023-09-15,33.2113
2023-09-18,32.9211
2023-09-19,32.7482
2023-09-20,32.8119
2023-09-21,31.6745
2023-09-22,31.4561
2023-09-25,31.4015
2023-09-26,30.8464
2023-09-27,30.5734
2023-09-28,30.8919
2023-09-29,31.0011
2023-10-02,30.4370
2023-10-03,29.8819
2023-10-04,30.2004
2023-10-05,30.4188
2023-10-06,30.5370
2023-10-09,30.9374
2023-10-10,31.0466
2023-10-11,31.6745
2023-10-12,31.2559
2023-10-13,31.2468
2023-10-16,31.5653
2023-10-17,31.4015
2023-10-18,30.7099
2023-10-19,29.9547
2023-10-20,29.8000
2023-10-23,29.5452
2023-10-24,29.9183
2023-10-25,29.2905
2023-10-26,29.9092
2023-10-27,29.4360
2023-10-30,29.5270
2023-10-31,30.1185
2023-11-01,30.2732
2023-11-02,31.2104
2023-11-03,31.9474
2023-11-06,31.5107
2023-11-07,31.2468
2023-11-08,31.4288
2023-11-09,30.9465
2023-11-10,31.2923
2023-11-13,31.0284
2023-11-14,32.7027
2023-11-15,32.7755
2023-11-16,32.7664
2023-11-17,32.7300
2023-11-20,32.9847
2023-11-21,32.8210
2023-11-22,32.9211
2023-11-24,33.0484
2023-11-27,33.1667
2023-11-28,33.3487
2023-11-29,33.6035
2023-11-30,33.8765
2023-12-01,34.5862
2023-12-04,34.7773
2023-12-05,34.6317
2023-12-06,34.5134
2023-12-07,34.5589
2023-12-08,34.4861
2023-12-11,34.6044
2023-12-12,34.5953
2023-12-13,35.8510
2023-12-14,36.8428
2023-12-15,36.3970
2023-12-18,36.2965
2023-12-19,36.5448
2023-12-20,36.0850
2023-12-21,36.3885
2023-12-22,36.5356
2023-12-26,36.8023
2023-12-27,37.0138
2023-12-28,37.2437
2023-12-29,36.8391
2024-01-02,37.1793
2024-01-03,36.2965
2024-01-04,36.2045
2024-01-05,36.1310
2024-01-08,36.6276
2024-01-09,36.3701
2024-01-10,36.4252
2024-01-11,36.0850
2024-01-12,36.3609
2024-01-16,36.1402
2024-01-17,35.4781
2024-01-18,35.2482
2024-01-19,35.5884
2024-01-22,35.7539
2024-01-23,35.5608
2024-01-24,35.0734
2024-01-25,35.5516
2024-01-26,35.3953
2024-01-29,35.6528
2024-01-30,35.3217
2024-01-31,35.0642
2024-02-01,35.6804
2024-02-02,35.2298
2024-02-05,34.5309
2024-02-06,35.0550
2024-02-07,35.0367
2024-02-08,35.2298
2024-02-09,35.3217
2024-02-12,35.2114
2024-02-13,34.5677
2024-02-14,34.7976
2024-02-15,35.6344
2024-02-16,35.2666
2024-02-20,35.2114
2024-02-21,35.4689
2024-02-22,35.5608
2024-02-23,35.6068
2024-02-26,35.2022
2024-02-27,35.2298
2024-02-28,35.6804
2024-02-29,35.9654
2024-03-01,36.3609
2024-03-04,36.7747
2024-03-05,36.3057
2024-03-06,36.5080
2024-03-07,36.5080
2024-03-08,36.9402
2024-03-11,36.7563
2024-03-12,36.6643
2024-03-13,36.4344
2024-03-14,35.9195
2024-03-15,35.9011
2024-03-18,35.8951
2024-03-19,35.8951
2024-03-20,36.0433
2024-03-21,36.1822
2024-03-22,35.7563
2024-03-25,35.6174
2024-03-26,35.4693
2024-03-27,36.3673
2024-03-28,36.5988
2024-04-01,35.9600
2024-04-02,35.5618
2024-04-03,35.5804
2024-04-04,35.3026
2024-04-05,35.5341
2024-04-08,35.8396
2024-04-09,36.2933
2024-04-10,34.8026
2024-04-11,34.8397
2024-04-12,34.4786
2024-04-15,33.8768
2024-04-16,33.3583
2024-04-17,33.0806
2024-04-18,33.0898
2024-04-19,33.2194
2024-04-22,33.4879
2024-04-23,33.7935
2024-04-24,33.9231
2024-04-25,33.7287
2024-04-26,33.7564
2024-04-29,34.1360
2024-04-30,33.5065
2024-05-01,33.5250
2024-05-02,34.0064
2024-05-03,34.2749
2024-05-06,34.2842
2024-05-07,34.6452
2024-05-08,34.3212
2024-05-09,35.1359
2024-05-10,35.0063
2024-05-13,35.0989
2024-05-14,35.3489
2024-05-15,35.9507
2024-05-16,35.8859
2024-05-17,35.8859
2024-05-20,35.6637
2024-05-21,35.6359
2024-05-22,35.3304
2024-05-23,34.5804
2024-05-24,34.5804
2024-05-28,34.3768
2024-05-29,34.0527
2024-05-30,34.5434
2024-05-31,35.2285
2024-06-03,35.0897
2024-06-04,35.4230
2024-06-05,35.3767
2024-06-06,35.4322
2024-06-07,35.1545
2024-06-10,35.3304
2024-06-11,35.2193
2024-06-12,35.4693
2024-06-13,35.6452
2024-06-14,35.6729
2024-06-17,35.4878
2024-06-18,35.6266
2024-06-20,35.5341
2024-06-21,35.6266
2024-06-24,35.8671
2024-06-25,35.3621
2024-06-26,35.3153
2024-06-27,35.6333
2024-06-28,35.9232
2024-07-01,35.5772
2024-07-02,35.7268
2024-07-03,35.6894
2024-07-05,35.8203
2024-07-08,35.9045
2024-07-09,35.9139
2024-07-10,36.1664
2024-07-11,37.1297
2024-07-12,37.4009
2024-07-15,37.5599
2024-07-16,37.9153
2024-07-17,38.2520
2024-07-18,37.9340
2024-07-19,37.8873
2024-07-22,38.2614
2024-07-23,38.1959
2024-07-24,37.6722
2024-07-25,37.4664
2024-07-26,38.0930
2024-07-29,38.3362
2024-07-30,38.6168
2024-07-31,38.5232
2024-08-01,39.1218
2024-08-02,39.1499
2024-08-05,38.0182
2024-08-06,38.8599
2024-08-07,38.5794
2024-08-08,38.9067
2024-08-09,39.1031
2024-08-12,38.8693
2024-08-13,39.1405
2024-08-14,39.2808
2024-08-15,39.1686
2024-08-16,39.1499
2024-08-19,39.3837
2024-08-20,39.4211
2024-08-21,39.5520
2024-08-22,39.7952
2024-08-23,40.5621
2024-08-26,40.5340
2024-08-27,40.6369
2024-08-28,40.4966
2024-08-29,40.3376
2024-08-30,40.7304
2024-09-03,40.8240
2024-09-04,40.9175
2024-09-05,40.8053
2024-09-06,40.8053
2024-09-09,41.2916
2024-09-10,42.0211
2024-09-11,41.9089
2024-09-12,41.9837
2024-09-13,42.2830
2024-09-16,42.4233
2024-09-17,42.0866
2024-09-18,41.9650
2024-09-19,41.8621
2024-09-20,41.7873
2024-09-23,42.2502
2024-09-24,42.2502
2024-09-25,42.0712
2024-09-26,41.6568
2024-09-27,41.7133
2024-09-30,42.0712
2024-10-01,41.8169
2024-10-02,41.6662
2024-10-03,41.2613
2024-10-04,40.9881
2024-10-07,40.6867
2024-10-08,40.8092
2024-10-09,40.8280
2024-10-10,40.4890
2024-10-11,40.9034
2024-10-14,41.1859
2024-10-15,41.7039
2024-10-16,42.1183
2024-10-17,41.8452
2024-10-18,42.1372
2024-10-21,41.2707
2024-10-22,41.3366
2024-10-23,41.7416
2024-10-24,41.8358
2024-10-25,41.5061
2024-10-28,41.6380
2024-10-29,41.2613
2024-10-30,41.4120
2024-10-31,40.6867
2024-11-01,40.2535
2024-11-04,40.7056
2024-11-05,41.2613
2024-11-06,40.1593
2024-11-07,40.6585
2024-11-08,41.3554
2024-11-11,40.9976
2024-11-12,40.4795
2024-11-13,40.7998
2024-11-14,40.4325
2024-11-15,40.4795
2024-11-18,40.8374
2024-11-19,41.0070
2024-11-20,40.9410
2024-11-21,41.2142
2024-11-22,41.5250
2024-11-25,42.0806
2024-11-26,42.2878
2024-11-27,42.5798
2024-11-29,42.3820
2024-12-02,41.7416
2024-12-03,41.4967
2024-12-04,41.3837
2024-12-05,41.2801
2024-12-06,41.2236
2024-12-09,41.3084
2024-12-10,40.6397
2024-12-11,40.5361
2024-12-12,40.5078
2024-12-13,40.3383
2024-12-16,40.1311
2024-12-17,39.9521
2024-12-18,38.3887
2024-12-19,37.7294
2024-12-20,38.4170
2024-12-23,38.5917
2024-12-24,38.8488
2024-12-26,38.9059
2024-12-27,38.5917
2024-12-30,38.4109
2024-12-31,38.7155
2025-01-02,38.3538
2025-01-03,38.8773
2025-01-06,38.3442
2025-01-07,38.0587
2025-01-08,38.2205
2025-01-10,37.2971
2025-01-13,37.7731
2025-01-14,38.0967
2025-01-15,38.2586
2025-01-16,39.1153
2025-01-17,39.1058
2025-01-21,39.8197
2025-01-22,39.1248
2025-01-23,39.4390
2025-01-24,39.5532
2025-01-27,39.9435
2025-01-28,39.4580
2025-01-29,39.0011
2025-01-30,39.5151
2025-01-31,39.4295
2025-02-03,39.3628
2025-02-04,39.3628
2025-02-05,39.9816
2025-02-06,40.0958
2025-02-07,39.9530
2025-02-10,40.0101
2025-02-11,40.2291
2025-02-12,39.8864
2025-02-13,40.2005
2025-02-14,40.0387
2025-02-18,40.1815
2025-02-19,40.2576
2025-02-20,40.5337
2025-02-21,40.2005
2025-02-24,40.3814
2025-02-25,40.8098
2025-02-26,40.6099
2025-02-27,40.7907
2025-02-28,41.0763
2025-03-03,41.4285
2025-03-04,40.9526
2025-03-05,41.3333
2025-03-06,40.2005
2025-03-07,40.4290
2025-03-10,40.0387
2025-03-11,39.6198
2025-03-12,39.4770
2025-03-13,38.7060
2025-03-14,39.4580
2025-03-17,40.1529
2025-03-18,39.9054
2025-03-19,39.9530
2025-03-20,39.9054
2025-03-21,39.5151
2025-03-24,40.0647
2025-03-25,39.5856
2025-03-26,39.7868
2025-03-27,39.6910
2025-03-28,39.6719
2025-03-31,40.0934
2025-04-01,40.1221
2025-04-02,40.3137
2025-04-03,39.1066
2025-04-04,37.3247
2025-04-07,36.4242
2025-04-08,35.5236
2025-04-09,37.5642
2025-04-10,36.7690
2025-04-11,37.2864
2025-04-14,38.1103
2025-04-15,38.1678
2025-04-16,38.1486
2025-04-17,38.7522
2025-04-21,37.9474
2025-04-22,38.7234
2025-04-23,38.7713
2025-04-24,38.8863
2025-04-25,38.8288
2025-04-28,39.0683
2025-04-29,39.3845
2025-04-30,39.5665
2025-05-01,39.6814
2025-05-02,40.1700
2025-05-05,40.1221
2025-05-06,39.8443
2025-05-07,39.8156
2025-05-08,39.6240
2025-05-09,39.8635
2025-05-12,39.9018
2025-05-13,39.3653
2025-05-14,39.0300
2025-05-15,39.7485
2025-05-16,40.2467
2025-05-19,40.3329
2025-05-20,40.1221
2025-05-21,39.0587
2025-05-22,38.9246
2025-05-23,38.9342
2025-05-27,39.5761
2025-05-28,39.5761
2025-05-29,39.9401
2025-05-30,39.9784
2025-06-02,40.0359
2025-06-03,39.8922
2025-06-04,40.0168
2025-06-05,40.0072
2025-06-06,40.1221
2025-06-09,40.1030
2025-06-10,40.4574
2025-06-11,40.2371
2025-06-12,40.4574
2025-06-13,40.1317
2025-06-16,40.1700
2025-06-17,40.0072
2025-06-18,40.0838
2025-06-20,40.0742
2025-06-23,40.6595
2025-06-24,40.8528
2025-06-25,39.8571
2025-06-26,39.6058
2025-06-27,39.7508
2025-06-30,40.0408
2025-07-01,40.3115
2025-07-02,40.3888
2025-07-03,40.4081
2025-07-07,40.0988
2025-07-08,40.0408
2025-07-09,40.0215
2025-07-10,40.2245
2025-07-11,40.1858
2025-07-14,40.4565
2025-07-15,39.9345
2025-07-16,40.3695
2025-07-17,40.3308
2025-07-18,40.4468
2025-07-21,40.6015
2025-07-22,41.3072
2025-07-23,41.4232
2025-07-24,41.3652
2025-07-25,41.3652
2025-07-28,40.6498
2025-07-29,41.3265
2025-07-30,40.7465
2025-07-31,40.0311
2025-08-01,39.9151
2025-08-04,40.2535
2025-08-05,40.3888
2025-08-06,40.0505
2025-08-07,40.2051
2025-08-08,39.8765
2025-08-11,39.6444
2025-08-12,39.7121
2025-08-13,39.9731
2025-08-14,39.6928
2025-08-15,39.9538
2025-08-18,39.5768
2025-08-19,40.2825
2025-08-20,40.4371
2025-08-21,40.2921
2025-08-22,40.9302
2025-08-25,40.7271
2025-08-26,40.6111
2025-08-27,40.7852
2025-08-28,40.6788
2025-08-29,40.9012
2025-09-02,40.2051
2025-09-03,40.0988
2025-09-04,40.3695
2025-09-05,40.7755
2025-09-08,40.5048
2025-09-09,40.4855
2025-09-10,40.4661
2025-09-11,41.1235
2025-09-12,40.9398
2025-09-15,40.8915
2025-09-16,40.6498
2025-09-17,40.6305
2025-09-18,40.6595
2025-09-19,40.4565
2025-09-22,40.5896
2025-09-23,40.9111
2025-09-24,40.4922
2025-09-25,40.3948
2025-09-26,40.7942
2025-09-29,40.8721
2025-09-30,41.0377
2025-10-01,41.0377
2025-10-02,40.8234
2025-10-03,40.9890
2025-10-06,40.5799
2025-10-07,40.4532
2025-10-08,40.2487
2025-10-09,40.0636
2025-10-10,39.6253
2025-10-13,39.8493
2025-10-14,40.2292
2025-10-15,40.8137
2025-10-16,40.6870
2025-10-17,40.9500
2025-10-20,41.3786
2025-10-21,41.2520
2025-10-22,41.4371
2025-10-23,41.3981
2025-10-24,41.5442
2025-10-27,41.6319
2025-10-28,40.7065
2025-10-29,39.5961
2025-10-30,39.8201
2025-10-31,39.8396
2025-11-03,39.7714
2025-11-04,39.8785
2025-11-05,39.8688
2025-11-06,39.6740
2025-11-07,40.2000
2025-11-10,40.1708
2025-11-11,40.6188
2025-11-12,40.2974
2025-11-13,39.7714
2025-11-14,39.8883
2025-11-17,39.6253
2025-11-18,39.7714
2025-11-19,39.4597
2025-11-20,39.3233
2025-11-21,39.8396
2025-11-24,39.8980
2025-11-25,40.2195
2025-11-26,40.3948
2025-11-28,40.5896
2025-12-01,40.0247
2025-12-02,39.9272
2025-12-03,40.0052
2025-12-04,39.9370
2025-12-05,39.9272
2025-12-08,39.6837
2025-12-09,39.4500
2025-12-10,39.5279
2025-12-11,39.7422
2025-12-12,39.6935
2025-12-15,39.8493
2025-12-16,39.4987
2025-12-17,39.6740
2025-12-18,39.4305
2025-12-19,39.2844
2025-12-22,39.5759
2025-12-23,39.5661
2025-12-24,39.8221
2025-12-26,39.9009
2025-12-29,40.0092
2025-12-30,40.0978
2025-12-31,39.7335
2026-01-02,39.7630
2026-01-05,39.8123
2026-01-06,40.0782
2026-01-07,39.5267
2026-01-08,39.8221
2026-01-09,39.8812
2026-01-12,39.9994
2026-01-13,40.3046
2026-01-14,40.7576
2026-01-15,41.0629
2026-01-16,41.5651
2026-01-20,40.7675
2026-01-21,40.9152
2026-01-22,40.5114
2026-01-23,40.6198
2026-01-26,40.5902
2026-01-27,40.6198
2026-01-28,40.2259
2026-01-29,40.7379
2026-01-30,40.7970
2026-02-02,40.3342
2026-02-03,40.1865
2026-02-04,40.8265
2026-02-05,40.6001
2026-02-06,41.3484
2026-02-09,41.6045
2026-02-10,42.1855
2026-02-11,42.1461
2026-02-12,42.2150
2026-02-13,42.8354
2026-02-17,43.2687
2026-02-18,42.6877
2026-02-19,42.5400
2026-02-20,42.8945
2026-02-23,42.9437
2026-02-24,43.0619
2026-02-25,42.7763
2026-02-26,42.9634
2026-02-27,43.1702
2026-03-02,43.2490
2026-03-03,43.0323
2026-03-04,43.0914
2026-03-05,42.6778
2026-03-06,42.2347
2026-03-09,42.3233
2026-03-10,42.2642
2026-03-11,41.7620
2026-03-12,41.4962
2026-03-13,41.6045
2026-03-16,41.9294
2026-03-17,42.0673
2026-03-18,41.3780
2026-03-19,41.2795
2026-03-20,39.9698
2026-03-23,40.2683
2026-03-24,39.9411
2026-03-25,39.9213
2026-03-26,39.9411
2026-03-27,39.6636
2026-03-30,39.8618
2026-03-31,40.4765
2026-04-01,40.5954
2026-04-02,41.2497
2026-04-06,41.3984
2026-04-07,41.3588
