date,XLK.US
2021-08-13,74.6433
2021-08-16,74.9804
2021-08-17,74.3592
2021-08-18,73.3334
2021-08-19,74.0510
2021-08-20,75.0045
2021-08-23,75.9725
2021-08-24,75.8859
2021-08-25,75.8425
2021-08-26,75.3657
2021-08-27,76.0929
2021-08-30,76.9117
2021-08-31,76.5071
2021-09-01,76.5264
2021-09-02,76.4445
2021-09-03,76.7479
2021-09-07,76.7672
2021-09-08,76.4734
2021-09-09,76.1844
2021-09-10,75.4332
2021-09-13,75.4572
2021-09-14,75.3609
2021-09-15,76.0207
2021-09-16,76.0640
2021-09-17,74.8793
2021-09-20,73.5154
2021-09-21,73.5444
2021-09-22,74.5527
2021-09-23,75.5514
2021-09-24,75.6044
2021-09-27,74.8711
2021-09-28,72.6518
2021-09-29,72.5602
2021-09-30,72.0391
2021-10-01,73.1246
2021-10-04,71.4313
2021-10-05,72.4492
2021-10-06,72.9220
2021-10-07,73.5878
2021-10-08,73.3128
2021-10-11,72.9075
2021-10-12,72.5312
2021-10-13,72.9751
2021-10-14,74.6202
2021-10-15,75.2185
2021-10-18,75.8553
2021-10-19,76.6079
2021-10-20,76.3956
2021-10-21,76.6899
2021-10-22,76.4246
2021-10-25,76.6755
2021-10-26,76.8926
2021-10-27,76.8250
2021-10-28,77.5969
2021-10-29,77.9298
2021-11-01,77.8140
2021-11-02,78.4991
2021-11-03,78.9574
2021-11-04,80.1925
2021-11-05,80.6074
2021-11-08,81.0416
2021-11-09,80.7087
2021-11-10,79.3772
2021-11-11,79.7487
2021-11-12,80.7184
2021-11-15,80.6364
2021-11-16,81.4855
2021-11-17,81.2394
2021-11-18,82.0499
2021-11-19,82.6482
2021-11-22,81.7267
2021-11-23,81.5385
2021-11-24,82.1320
2021-11-26,80.0815
2021-11-29,82.0837
2021-11-30,81.3986
2021-12-01,80.2842
2021-12-02,81.0223
2021-12-03,79.6666
2021-12-06,80.4241
2021-12-07,83.2319
2021-12-08,83.6131
2021-12-09,82.7109
2021-12-10,84.3705
2021-12-13,83.1161
2021-12-14,81.7508
2021-12-15,83.9170
2021-12-16,81.5385
2021-12-17,80.9934
2021-12-20,80.0300
2021-12-21,82.0553
2021-12-22,83.1284
2021-12-23,83.5924
2021-12-27,85.3857
2021-12-28,84.9410
2021-12-29,85.0135
2021-12-30,84.4528
2021-12-31,84.0419
2022-01-03,84.8395
2022-01-04,83.9404
2022-01-05,81.3593
2022-01-06,80.9484
2022-01-07,80.2040
2022-01-10,80.2185
2022-01-11,81.1804
2022-01-12,81.5623
2022-01-13,79.4500
2022-01-14,80.1219
2022-01-18,78.1981
2022-01-19,77.1057
2022-01-20,76.1100
2022-01-21,74.5971
2022-01-24,74.9837
2022-01-25,73.2485
2022-01-26,73.6787
2022-01-27,73.1711
2022-01-28,76.3710
2022-01-31,78.2899
2022-02-01,78.4929
2022-02-02,79.1310
2022-02-03,76.8350
2022-02-04,77.1444
2022-02-07,76.6320
2022-02-08,77.5794
2022-02-09,79.3002
2022-02-10,77.2265
2022-02-11,74.8677
2022-02-14,74.8436
2022-02-15,76.8109
2022-02-16,76.7335
2022-02-17,74.4376
2022-02-18,73.6835
2022-02-22,73.0020
2022-02-23,71.1749
2022-02-24,73.6062
2022-02-25,74.6067
2022-02-28,74.4714
2022-03-01,72.9826
2022-03-02,74.5632
2022-03-03,73.6738
2022-03-04,72.3833
2022-03-07,69.7345
2022-03-08,69.3961
2022-03-09,72.1416
2022-03-10,70.8800
2022-03-11,69.6329
2022-03-14,68.3424
2022-03-15,70.6383
2022-03-16,72.9343
2022-03-17,73.4515
2022-03-18,74.9547
2022-03-21,74.8124
2022-03-22,75.8874
2022-03-23,74.7204
2022-03-24,76.6622
2022-03-25,76.6186
2022-03-28,77.5290
2022-03-29,79.1755
2022-03-30,78.1198
2022-03-31,76.9625
2022-04-01,76.7349
2022-04-04,78.1925
2022-04-05,76.5460
2022-04-06,74.7349
2022-04-07,74.8511
2022-04-08,73.8051
2022-04-11,71.9456
2022-04-12,71.6260
2022-04-13,72.7785
2022-04-14,71.0110
2022-04-18,71.2434
2022-04-19,72.5800
2022-04-20,72.5122
2022-04-21,71.2822
2022-04-22,69.2870
2022-04-25,70.3282
2022-04-26,67.7084
2022-04-27,68.7108
2022-04-28,71.4613
2022-04-29,68.4832
2022-05-02,69.5243
2022-05-03,69.6454
2022-05-04,72.0909
2022-05-05,68.6236
2022-05-06,68.0716
2022-05-09,65.4372
2022-05-10,66.4348
2022-05-11,64.3380
2022-05-12,63.6745
2022-05-13,65.7907
2022-05-16,65.2096
2022-05-17,67.0982
2022-05-18,64.0280
2022-05-19,63.3259
2022-05-20,63.4663
2022-05-23,64.9239
2022-05-24,63.9602
2022-05-25,64.7060
2022-05-26,66.2605
2022-05-27,68.5025
2022-05-31,68.0135
2022-06-01,67.8101
2022-06-02,69.4517
2022-06-03,67.7907
2022-06-06,67.7955
2022-06-07,68.6042
2022-06-08,67.8294
2022-06-09,66.0183
2022-06-10,63.4808
2022-06-13,60.6673
2022-06-14,61.0499
2022-06-15,62.3380
2022-06-16,59.8005
2022-06-17,60.3477
2022-06-21,61.8798
2022-06-22,61.6176
2022-06-23,62.5401
2022-06-24,64.7879
2022-06-27,64.3509
2022-06-28,62.4235
2022-06-29,62.5498
2022-06-30,61.7147
2022-07-01,61.8555
2022-07-05,62.6323
2022-07-06,63.1712
2022-07-07,64.4771
2022-07-08,64.5063
2022-07-11,63.6178
2022-07-12,62.7488
2022-07-13,62.5838
2022-07-14,63.1566
2022-07-15,64.2684
2022-07-18,63.6470
2022-07-19,65.5889
2022-07-20,66.6133
2022-07-21,67.5503
2022-07-22,66.6181
2022-07-25,66.1958
2022-07-26,65.1228
2022-07-27,67.9241
2022-07-28,68.9582
2022-07-29,70.0165
2022-08-01,69.8660
2022-08-02,69.3708
2022-08-03,71.2157
2022-08-04,71.5409
2022-08-05,71.3759
2022-08-08,70.7690
2022-08-09,70.0602
2022-08-10,71.9730
2022-08-11,71.6914
2022-08-12,73.1188
2022-08-15,73.5800
2022-08-16,73.3809
2022-08-17,72.8566
2022-08-18,73.2353
2022-08-19,71.9051
2022-08-22,69.9000
2022-08-23,69.7155
2022-08-24,69.7592
2022-08-25,70.9389
2022-08-26,67.9095
2022-08-29,67.0114
2022-08-30,66.3123
2022-08-31,65.6666
2022-09-01,65.3462
2022-09-02,64.4966
2022-09-06,64.0693
2022-09-07,65.0937
2022-09-08,65.3170
2022-09-09,66.6084
2022-09-12,67.6765
2022-09-13,64.0839
2022-09-14,64.3169
2022-09-15,62.8362
2022-09-16,62.4867
2022-09-19,62.9962
2022-09-20,62.6263
2022-09-21,61.6481
2022-09-22,61.0203
2022-09-23,60.2221
2022-09-26,59.8036
2022-09-27,59.8814
2022-09-28,60.5141
2022-09-29,58.9373
2022-09-30,57.8082
2022-10-03,59.5992
2022-10-04,61.5994
2022-10-05,61.8038
2022-10-06,61.2977
2022-10-07,58.7767
2022-10-10,57.7887
2022-10-11,56.9030
2022-10-12,56.7277
2022-10-13,58.4895
2022-10-14,56.8445
2022-10-17,58.5771
2022-10-18,59.0736
2022-10-19,58.9032
2022-10-20,58.9373
2022-10-21,60.5141
2022-10-24,61.3512
2022-10-25,62.5241
2022-10-26,61.1322
2022-10-27,60.4363
2022-10-28,63.0644
2022-10-31,62.2321
2022-11-01,61.7114
2022-11-02,59.5797
2022-11-03,57.8276
2022-11-04,58.8837
2022-11-07,59.8668
2022-11-08,60.4411
2022-11-09,58.8691
2022-11-10,63.7068
2022-11-11,64.7969
2022-11-14,64.2421
2022-11-15,65.0208
2022-11-16,64.1302
2022-11-17,64.2129
2022-11-18,64.2859
2022-11-21,63.5948
2022-11-22,64.8261
2022-11-23,65.4004
2022-11-25,65.0208
2022-11-28,63.6289
2022-11-29,63.0060
2022-11-30,66.1694
2022-12-01,66.2619
2022-12-02,65.8774
2022-12-05,64.7823
2022-12-06,63.3953
2022-12-07,63.0741
2022-12-08,64.1059
2022-12-09,63.7116
2022-12-12,65.1036
2022-12-13,65.8725
2022-12-14,65.3177
2022-12-15,62.8745
2022-12-16,62.0423
2022-12-19,61.2150
2022-12-20,61.3078
2022-12-21,62.3230
2022-12-22,60.7513
2022-12-23,60.8148
2022-12-27,60.2389
2022-12-28,59.2676
2022-12-29,60.8197
2022-12-30,60.7367
2023-01-03,60.1608
2023-01-04,60.3170
2023-01-05,59.1456
2023-01-06,60.8782
2023-01-09,61.5860
2023-01-10,61.9667
2023-01-11,63.0404
2023-01-12,63.5090
2023-01-13,63.6896
2023-01-17,63.9776
2023-01-18,63.1527
2023-01-19,62.4157
2023-01-20,64.1045
2023-01-23,65.5638
2023-01-24,65.5345
2023-01-25,65.3979
2023-01-26,66.4424
2023-01-27,66.7206
2023-01-30,65.4467
2023-01-31,66.3594
2023-02-01,67.9212
2023-02-02,69.7760
2023-02-03,69.1951
2023-02-06,68.3508
2023-02-07,70.0590
2023-02-08,69.2147
2023-02-09,68.8340
2023-02-10,68.5167
2023-02-13,69.7027
2023-02-14,70.0005
2023-02-15,70.3275
2023-02-16,69.1073
2023-02-17,68.2434
2023-02-21,66.6230
2023-02-22,66.5253
2023-02-23,67.6284
2023-02-24,66.4228
2023-02-27,66.7791
2023-02-28,66.6327
2023-03-01,66.1446
2023-03-02,66.9597
2023-03-03,68.3996
2023-03-06,68.7266
2023-03-07,67.8724
2023-03-08,68.4337
2023-03-09,67.4527
2023-03-10,66.2667
2023-03-13,66.6278
2023-03-14,68.1653
2023-03-15,68.2043
2023-03-16,70.1176
2023-03-17,70.0200
2023-03-20,70.2088
2023-03-21,70.7762
2023-03-22,70.0718
2023-03-23,71.2116
2023-03-24,71.3975
2023-03-27,70.8447
2023-03-28,70.5121
2023-03-29,71.9893
2023-03-30,72.8258
2023-03-31,73.8677
2023-04-03,73.7503
2023-04-04,73.3443
2023-04-05,72.5078
2023-04-06,72.9187
2023-04-10,72.8796
2023-04-11,72.1948
2023-04-12,71.7839
2023-04-13,73.1193
2023-04-14,72.7133
2023-04-17,72.9774
2023-04-18,73.2025
2023-04-19,72.9921
2023-04-20,72.5127
2023-04-21,72.2779
2023-04-24,71.9600
2023-04-25,70.4240
2023-04-26,71.4708
2023-04-27,72.9872
2023-04-28,73.7797
2023-05-01,73.8237
2023-05-02,73.1340
2023-05-03,72.5176
2023-05-04,72.1703
2023-05-05,73.9802
2023-05-08,73.9411
2023-05-09,73.3737
2023-05-10,74.2688
2023-05-11,73.9362
2023-05-12,73.8384
2023-05-15,74.4498
2023-05-16,74.5281
2023-05-17,75.5211
2023-05-18,77.0668
2023-05-19,77.0326
2023-05-22,77.1793
2023-05-23,76.0396
2023-05-24,75.4819
2023-05-25,78.3777
2023-05-26,80.6034
2023-05-30,81.0339
2023-05-31,80.3588
2023-06-01,81.1757
2023-06-02,81.6404
2023-06-05,81.1708
2023-06-06,81.1513
2023-06-07,79.9382
2023-06-08,80.8040
2023-06-09,81.2051
2023-06-12,82.9709
2023-06-13,83.4748
2023-06-14,84.3357
2023-06-15,85.4216
2023-06-16,84.7172
2023-06-20,84.1463
2023-06-21,82.9012
2023-06-22,83.5776
2023-06-23,82.6708
2023-06-26,82.0777
2023-06-27,83.6953
2023-06-28,83.7443
2023-06-29,83.8914
2023-06-30,85.2247
2023-07-03,85.0433
2023-07-05,84.5188
2023-07-06,84.2933
2023-07-07,83.9257
2023-07-10,84.1463
2023-07-11,84.3276
2023-07-12,85.2835
2023-07-13,86.3962
2023-07-14,86.2688
2023-07-17,87.3717
2023-07-18,88.3619
2023-07-19,88.1413
2023-07-20,86.3815
2023-07-21,86.3374
2023-07-24,86.4894
2023-07-25,87.4796
2023-07-26,86.3031
2023-07-27,86.0531
2023-07-28,87.2247
2023-07-31,87.4256
2023-08-01,87.5727
2023-08-02,85.4061
2023-08-03,85.0580
2023-08-04,83.9012
2023-08-07,84.1365
2023-08-08,83.4894
2023-08-09,82.4110
2023-08-10,82.4208
2023-08-11,81.8130
2023-08-14,83.1169
2023-08-15,82.2982
2023-08-16,81.5139
2023-08-17,80.7394
2023-08-18,80.8620
2023-08-21,82.4061
2023-08-22,82.3129
2023-08-23,83.7982
2023-08-24,81.8669
2023-08-25,82.7002
2023-08-28,83.3767
2023-08-29,85.0482
2023-08-30,85.6904
2023-08-31,86.1070
2023-09-01,86.3717
2023-09-05,86.6806
2023-09-06,85.7639
2023-09-07,84.5237
2023-09-08,84.7002
2023-09-11,85.1414
2023-09-12,83.5972
2023-09-13,83.8080
2023-09-14,84.4159
2023-09-15,82.7933
2023-09-18,83.1912
2023-09-19,83.1470
2023-09-20,81.8403
2023-09-21,80.5926
2023-09-22,80.7645
2023-09-25,81.0249
2023-09-26,79.5659
2023-09-27,79.6887
2023-09-28,80.2536
2023-09-29,80.5287
2023-10-02,81.3933
2023-10-03,80.0129
2023-10-04,81.0101
2023-10-05,81.1182
2023-10-06,82.6361
2023-10-09,83.0635
2023-10-10,83.1912
2023-10-11,83.9625
2023-10-12,84.0411
2023-10-13,82.8375
2023-10-16,83.6334
2023-10-17,83.2453
2023-10-18,82.3905
2023-10-19,81.9189
2023-10-20,80.5336
2023-10-23,80.6270
2023-10-24,81.1821
2023-10-25,80.2242
2023-10-26,78.6915
2023-10-27,79.1483
2023-10-30,79.9982
2023-10-31,80.5680
2023-11-01,82.1253
2023-11-02,83.5155
2023-11-03,84.3751
2023-11-06,84.9302
2023-11-07,85.8587
2023-11-08,86.3450
2023-11-09,85.9422
2023-11-10,88.1871
2023-11-13,87.6713
2023-11-14,89.4251
2023-11-15,89.5380
2023-11-16,89.9851
2023-11-17,89.7984
2023-11-20,91.1002
2023-11-21,90.3633
2023-11-22,90.7661
2023-11-24,90.5893
2023-11-27,90.5844
2023-11-28,90.7563
2023-11-29,90.8251
2023-11-30,90.9577
2023-12-01,91.1640
2023-12-04,90.0538
2023-12-05,90.5942
2023-12-06,89.8279
2023-12-07,90.9184
2023-12-08,91.6946
2023-12-11,92.4953
2023-12-12,93.1093
2023-12-13,93.9297
2023-12-14,93.6988
2023-12-15,94.1704
2023-12-18,94.4520
2023-12-19,94.8114
2023-12-20,93.3788
2023-12-21,94.4274
2023-12-22,94.5505
2023-12-26,94.9443
2023-12-27,94.9394
2023-12-28,95.0527
2023-12-29,94.7622
2024-01-02,92.2809
2024-01-03,91.3405
2024-01-04,90.6710
2024-01-05,90.6464
2024-01-08,92.9209
2024-01-09,93.0686
2024-01-10,93.8612
2024-01-11,94.3388
2024-01-12,94.6440
2024-01-16,94.8803
2024-01-17,94.4126
2024-01-18,96.3278
2024-01-19,98.5481
2024-01-22,98.9814
2024-01-23,99.3802
2024-01-24,100.0645
2024-01-25,100.4830
2024-01-26,99.3260
2024-01-29,100.2368
2024-01-30,99.4097
2024-01-31,97.3223
2024-02-01,98.5481
2024-02-02,99.5673
2024-02-05,99.7937
2024-02-06,99.3359
2024-02-07,100.6504
2024-02-08,100.9655
2024-02-09,102.3243
2024-02-12,101.5464
2024-02-13,99.8233
2024-02-14,100.8670
2024-02-15,100.6553
2024-02-16,99.7297
2024-02-20,98.7155
2024-02-21,98.0952
2024-02-22,101.3052
2024-02-23,101.0688
2024-02-26,101.1673
2024-02-27,101.2559
2024-02-28,100.7784
2024-02-29,101.9009
2024-03-01,103.7618
2024-03-04,103.7618
2024-03-05,101.2116
2024-03-06,102.0141
2024-03-07,103.6240
2024-03-08,102.0830
2024-03-11,101.8024
2024-03-12,103.8898
2024-03-13,102.7673
2024-03-14,102.7870
2024-03-15,101.2362
2024-03-18,101.7338
2024-03-19,102.2615
2024-03-20,103.4055
2024-03-21,103.4795
2024-03-22,103.5140
2024-03-25,102.8286
2024-03-26,102.4045
2024-03-27,102.9272
2024-03-28,102.7053
2024-04-01,102.9913
2024-04-02,102.0001
2024-04-03,102.2713
2024-04-04,100.6538
2024-04-05,101.8078
2024-04-08,101.6894
2024-04-09,102.2023
2024-04-10,100.9497
2024-04-11,102.9666
2024-04-12,101.2998
2024-04-15,99.3766
2024-04-16,99.4950
2024-04-17,98.0599
2024-04-18,96.9405
2024-04-19,94.9433
2024-04-22,95.7915
2024-04-23,97.2118
2024-04-24,97.6556
2024-04-25,97.4435
2024-04-26,98.5432
2024-04-29,98.9673
2024-04-30,96.7877
2024-05-01,95.7965
2024-05-02,97.1772
2024-05-03,99.8845
2024-05-06,101.0582
2024-05-07,100.7278
2024-05-08,101.0138
2024-05-09,100.9842
2024-05-10,101.3590
2024-05-13,101.8374
2024-05-14,102.7398
2024-05-15,105.0526
2024-05-16,104.6877
2024-05-17,104.4559
2024-05-20,105.6838
2024-05-21,105.8564
2024-05-22,106.0931
2024-05-23,105.2301
2024-05-24,106.1178
2024-05-28,106.5665
2024-05-29,105.8909
2024-05-30,103.4746
2024-05-31,103.6373
2024-06-03,103.8987
2024-06-04,104.1156
2024-06-05,106.4284
2024-06-06,106.0734
2024-06-07,106.3200
2024-06-10,106.5912
2024-06-11,108.5736
2024-06-12,110.9752
2024-06-13,111.8529
2024-06-14,112.2721
2024-06-17,113.9734
2024-06-18,114.1164
2024-06-20,112.8343
2024-06-21,112.6370
2024-06-24,109.8756
2024-06-25,111.8911
2024-06-26,111.7626
2024-06-27,111.8170
2024-06-28,111.7577
2024-07-01,112.6024
2024-07-02,113.1656
2024-07-03,114.6921
2024-07-05,115.0428
2024-07-08,115.8283
2024-07-09,115.7344
2024-07-10,117.4140
2024-07-11,114.4747
2024-07-12,115.4973
2024-07-15,115.7048
2024-07-16,115.3194
2024-07-17,110.8339
2024-07-18,110.8438
2024-07-19,109.1099
2024-07-22,111.6935
2024-07-23,111.2489
2024-07-24,106.6448
2024-07-25,105.5037
2024-07-26,106.8424
2024-07-29,106.3682
2024-07-30,103.6956
2024-07-31,108.0873
2024-08-01,104.0562
2024-08-02,101.1318
2024-08-05,97.7627
2024-08-06,99.0915
2024-08-07,97.4860
2024-08-08,101.1268
2024-08-09,101.5813
2024-08-12,102.4112
2024-08-13,105.5580
2024-08-14,106.1360
2024-08-15,109.1889
2024-08-16,109.3717
2024-08-19,111.1748
2024-08-20,110.7845
2024-08-21,111.4366
2024-08-22,108.8727
2024-08-23,110.6363
2024-08-26,109.2482
2024-08-27,109.9101
2024-08-28,108.3936
2024-08-29,107.4154
2024-08-30,108.8431
2024-09-03,103.8438
2024-09-04,103.5771
2024-09-05,103.4190
2024-09-06,100.7366
2024-09-09,102.3865
2024-09-10,103.9179
2024-09-11,107.4648
2024-09-12,108.3540
2024-09-13,108.8974
2024-09-16,108.4825
2024-09-17,108.2701
2024-09-18,107.2821
2024-09-19,110.4684
2024-09-20,109.9299
2024-09-23,109.9096
2024-09-24,110.6618
2024-09-25,110.9786
2024-09-26,112.4484
2024-09-27,111.3992
2024-09-30,111.7258
2024-10-01,109.0040
2024-10-02,109.8106
2024-10-03,110.2659
2024-10-04,111.4932
2024-10-07,110.7262
2024-10-08,112.7948
2024-10-09,114.0568
2024-10-10,114.0271
2024-10-11,114.2250
2024-10-14,115.7146
2024-10-15,113.1709
2024-10-16,113.5223
2024-10-17,113.8687
2024-10-18,114.2745
2024-10-21,114.8090
2024-10-22,114.6902
2024-10-23,113.0472
2024-10-24,113.3788
2024-10-25,113.9677
2024-10-28,113.9330
2024-10-29,115.4672
2024-10-30,113.6312
2024-10-31,109.9838
2024-11-01,110.8103
2024-11-04,110.7262
2024-11-05,112.2851
2024-11-06,115.4820
2024-11-07,117.4962
2024-11-08,117.3676
2024-11-11,116.7193
2024-11-12,116.8677
2024-11-13,116.4619
2024-11-14,116.0660
2024-11-15,113.1858
2024-11-18,113.5520
2024-11-19,114.4824
2024-11-20,114.3834
2024-11-21,115.5464
2024-11-22,115.6058
2024-11-25,115.6008
2024-11-26,116.1798
2024-11-27,114.6061
2024-11-29,115.6701
2024-12-02,116.7688
2024-12-03,117.1894
2024-12-04,119.3323
2024-12-05,118.7285
2024-12-06,119.1888
2024-12-09,118.4118
2024-12-10,116.7688
2024-12-11,118.4613
2024-12-12,117.7981
2024-12-13,118.3029
2024-12-16,119.4857
2024-12-17,118.7631
2024-12-18,114.9327
2024-12-19,115.0564
2024-12-20,116.7737
2024-12-23,118.0110
2024-12-24,119.2304
2024-12-26,119.3097
2024-12-27,117.7235
2024-12-30,116.2264
2024-12-31,115.2598
2025-01-02,114.9872
2025-01-03,116.8609
2025-01-06,118.3480
2025-01-07,115.9736
2025-01-08,115.9340
2025-01-10,113.4059
2025-01-13,112.6029
2025-01-14,112.9003
2025-01-15,115.1458
2025-01-16,114.2585
2025-01-17,116.0480
2025-01-21,117.0146
2025-01-22,119.6567
2025-01-23,119.8698
2025-01-24,118.6207
2025-01-27,112.8061
2025-01-28,115.8150
2025-01-29,114.8732
2025-01-30,115.0863
2025-01-31,114.4122
2025-02-03,112.8706
2025-02-04,114.4965
2025-02-05,116.0877
2025-02-06,116.4049
2025-02-07,115.4085
2025-02-10,117.0939
2025-02-11,117.1484
2025-02-12,116.8956
2025-02-13,118.5513
2025-02-14,118.9528
2025-02-18,120.0384
2025-02-19,120.0483
2025-02-20,119.6666
2025-02-21,116.4247
2025-02-24,114.7592
2025-02-25,113.2721
2025-02-26,114.5064
2025-02-27,110.3376
2025-02-28,111.7949
2025-03-03,108.3944
2025-03-04,108.3101
2025-03-05,109.8319
2025-03-06,106.7834
2025-03-07,108.3300
2025-03-10,103.7249
2025-03-11,103.3036
2025-03-12,104.9295
2025-03-13,102.9368
2025-03-14,106.0498
2025-03-17,106.7883
2025-03-18,105.1625
2025-03-19,106.5306
2025-03-20,105.7722
2025-03-21,106.0597
2025-03-24,108.0683
2025-03-25,108.4258
2025-03-26,106.0075
2025-03-27,105.0293
2025-03-28,102.4819
2025-03-31,102.5315
2025-04-01,103.2814
2025-04-02,104.0461
2025-04-03,96.9451
2025-04-04,90.5593
2025-04-07,91.1005
2025-04-08,89.2483
2025-04-09,101.2305
2025-04-10,96.5181
2025-04-11,98.4944
2025-04-14,99.3932
2025-04-15,99.7557
2025-04-16,96.2897
2025-04-17,95.7683
2025-04-21,93.2954
2025-04-22,95.5697
2025-04-23,98.3405
2025-04-24,102.0102
2025-04-25,103.5197
2025-04-28,103.3509
2025-04-29,103.8326
2025-04-30,104.2646
2025-05-01,105.7940
2025-05-02,107.5618
2025-05-05,106.9907
2025-05-06,106.1019
2025-05-07,107.1645
2025-05-08,108.1875
2025-05-09,108.0534
2025-05-12,113.0687
2025-05-13,115.5119
2025-05-14,116.2617
2025-05-15,116.4206
2025-05-16,116.6391
2025-05-19,116.4702
2025-05-20,116.0333
2025-05-21,113.8533
2025-05-22,113.8831
2025-05-23,112.6268
2025-05-27,115.3033
2025-05-28,114.8266
2025-05-29,115.0203
2025-05-30,114.6627
2025-06-02,115.6757
2025-06-03,117.4137
2025-06-04,117.5875
2025-06-05,117.2548
2025-06-06,118.3622
2025-06-09,118.9432
2025-06-10,119.6086
2025-06-11,119.3454
2025-06-12,120.4527
2025-06-13,118.7644
2025-06-16,120.6861
2025-06-17,119.8320
2025-06-18,119.9760
2025-06-20,119.4447
2025-06-23,120.8065
2025-06-24,122.9752
2025-06-25,124.0247
2025-06-26,124.8802
2025-06-27,124.7310
2025-06-30,125.9546
2025-07-01,124.8304
2025-07-02,126.1485
2025-07-03,127.8098
2025-07-07,126.7951
2025-07-08,127.4766
2025-07-09,128.2426
2025-07-10,127.8198
2025-07-11,127.2577
2025-07-14,127.1533
2025-07-15,128.2823
2025-07-16,128.6803
2025-07-17,129.8491
2025-07-18,129.7646
2025-07-21,129.9337
2025-07-22,128.7300
2025-07-23,129.4661
2025-07-24,130.0133
2025-07-25,130.3117
2025-07-28,131.3513
2025-07-29,131.3562
2025-07-30,131.6497
2025-07-31,130.6847
2025-08-01,127.8645
2025-08-04,130.4609
2025-08-05,129.3816
2025-08-06,130.8389
2025-08-07,130.9583
2025-08-08,132.2665
2025-08-11,131.3711
2025-08-12,133.4055
2025-08-13,133.4552
2025-08-14,133.1667
2025-08-15,132.1570
2025-08-18,132.4405
2025-08-19,130.1277
2025-08-20,129.2473
2025-08-21,128.7797
2025-08-22,130.5256
2025-08-25,130.2321
2025-08-26,130.8290
2025-08-27,131.5353
2025-08-28,132.5748
2025-08-29,130.5405
2025-09-02,129.2224
2025-09-03,129.9934
2025-09-04,130.6350
2025-09-05,130.7444
2025-09-08,131.7243
2025-09-09,131.9780
2025-09-10,134.3704
2025-09-11,134.8230
2025-09-12,134.7335
2025-09-15,135.9472
2025-09-16,135.4746
2025-09-17,135.0071
2025-09-18,137.3399
2025-09-19,138.7325
2025-09-22,140.7735
2025-09-23,139.5583
2025-09-24,138.6967
2025-09-25,138.4527
2025-09-26,138.8710
2025-09-29,139.6131
2025-09-30,140.3751
2025-10-01,141.7496
2025-10-02,142.5166
2025-10-03,141.7994
2025-10-06,143.2338
2025-10-07,142.2775
2025-10-08,144.7727
2025-10-09,144.5286
2025-10-10,138.6469
2025-10-13,142.0235
2025-10-14,140.2007
2025-10-15,141.5903
2025-10-16,141.6948
2025-10-17,141.9439
2025-10-20,143.5276
2025-10-21,143.6023
2025-10-22,142.1829
2025-10-23,143.9758
2025-10-24,146.2120
2025-10-27,148.9113
2025-10-28,150.3855
2025-10-29,151.4662
2025-10-30,149.6036
2025-10-31,149.7480
2025-11-03,150.3606
2025-11-04,146.3913
2025-11-05,146.9640
2025-11-06,144.0107
2025-11-07,143.5127
2025-11-10,147.1831
2025-11-11,145.9281
2025-11-12,146.3813
2025-11-13,142.7307
2025-11-14,143.5077
2025-11-17,141.2616
2025-11-18,138.9656
2025-11-19,139.9318
2025-11-20,135.5392
2025-11-21,136.0621
2025-11-24,139.3043
2025-11-25,139.6778
2025-11-26,141.3313
2025-11-28,142.5465
2025-12-01,142.6112
2025-12-02,144.0804
2025-12-03,144.4240
2025-12-04,144.9619
2025-12-05,146.0227
2025-12-08,147.0487
2025-12-09,147.4371
2025-12-10,148.1443
2025-12-11,147.3873
2025-12-12,143.1242
2025-12-15,141.7397
2025-12-16,141.9986
2025-12-17,138.8411
2025-12-18,140.9827
2025-12-19,144.0306
2025-12-22,144.8077
2025-12-23,145.5958
2025-12-24,145.9449
2025-12-26,146.1744
2025-12-29,145.5160
2025-12-30,145.0571
2025-12-31,143.6206
2026-01-02,143.9498
2026-01-05,144.2690
2026-01-06,146.2941
2026-01-07,146.1744
2026-01-08,143.8899
2026-01-09,145.7953
2026-01-12,146.4338
2026-01-13,146.1245
2026-01-14,144.3488
2026-01-15,145.1070
2026-01-16,145.2666
2026-01-20,141.4958
2026-01-21,143.4610
2026-01-22,144.5284
2026-01-23,144.7379
2026-01-26,145.7255
2026-01-27,147.6907
2026-01-28,148.8678
2026-01-29,146.5136
2026-01-30,143.5308
2026-02-02,144.9075
2026-02-03,141.7352
2026-02-04,137.7848
2026-02-05,135.3008
2026-02-06,140.7875
2026-02-09,143.0021
2026-02-10,142.2040
2026-02-11,142.6230
2026-02-12,138.8722
2026-02-13,139.2213
2026-02-17,139.1415
2026-02-18,140.5680
2026-02-19,139.8697
2026-02-20,140.5381
2026-02-23,138.1838
2026-02-24,139.9795
2026-02-25,142.6629
2026-02-26,140.6678
2026-02-27,138.4232
2026-03-02,139.2014
2026-03-03,137.1663
2026-03-04,139.5006
2026-03-05,139.8398
2026-03-06,136.9568
2026-03-09,139.4208
2026-03-10,139.4208
2026-03-11,140.0892
2026-03-12,137.5055
2026-03-13,136.4680
2026-03-16,138.4432
2026-03-17,139.2014
2026-03-18,137.6252
2026-03-19,138.0940
2026-03-20,134.9617
2026-03-23,136.7875
2026-03-24,135.9884
2026-03-25,136.5977
2026-03-26,132.3428
2026-03-27,129.7658
2026-03-30,127.3487
2026-03-31,132.7423
2026-04-01,134.7499
2026-04-02,135.8286
2026-04-06,136.6177
2026-04-07,137.2669
