date,XLU.US
2021-08-17,29.7385
2021-08-18,29.5880
2021-08-19,29.7084
2021-08-20,30.0783
2021-08-23,29.6912
2021-08-24,29.4977
2021-08-25,29.5536
2021-08-26,29.4804
2021-08-27,29.4718
2021-08-30,29.5149
2021-08-31,29.4804
2021-09-01,29.8676
2021-09-02,30.1385
2021-09-03,29.8891
2021-09-07,29.4933
2021-09-08,30.0224
2021-09-09,29.8590
2021-09-10,29.4417
2021-09-13,29.3901
2021-09-14,29.2912
2021-09-15,29.2525
2021-09-16,29.0073
2021-09-17,28.5600
2021-09-20,28.5075
2021-09-21,28.4295
2021-09-22,28.4122
2021-09-23,28.2605
2021-09-24,28.2302
2021-09-27,27.8965
2021-09-28,27.5455
2021-09-29,27.9052
2021-09-30,27.6841
2021-10-01,27.6841
2021-10-04,28.0655
2021-10-05,27.9962
2021-10-06,28.4295
2021-10-07,28.2779
2021-10-08,28.0698
2021-10-11,27.6885
2021-10-12,27.8748
2021-10-13,28.1999
2021-10-14,28.5466
2021-10-15,28.4642
2021-10-18,28.1912
2021-10-19,28.5466
2021-10-20,28.9973
2021-10-21,28.9973
2021-10-22,29.1446
2021-10-25,29.0189
2021-10-26,29.1750
2021-10-27,28.9799
2021-10-28,29.1706
2021-10-29,28.9973
2021-11-01,29.1013
2021-11-02,29.1273
2021-11-03,29.0189
2021-11-04,28.8586
2021-11-05,29.1316
2021-11-08,28.6982
2021-11-09,28.8456
2021-11-10,29.0796
2021-11-11,28.9019
2021-11-12,28.8846
2021-11-15,29.2660
2021-11-16,29.1273
2021-11-17,29.1533
2021-11-18,29.0016
2021-11-19,29.1663
2021-11-22,29.3440
2021-11-23,29.3743
2021-11-24,29.3916
2021-11-26,28.9323
2021-11-29,29.3613
2021-11-30,28.5032
2021-12-01,28.5552
2021-12-02,28.9193
2021-12-03,29.2096
2021-12-06,29.6560
2021-12-07,29.8770
2021-12-08,29.8467
2021-12-09,29.8077
2021-12-10,29.9680
2021-12-13,30.3364
2021-12-14,30.1544
2021-12-15,30.6484
2021-12-16,30.8044
2021-12-17,30.3407
2021-12-20,30.3696
2021-12-21,30.3259
2021-12-22,30.4569
2021-12-23,30.4526
2021-12-27,30.6011
2021-12-28,30.8762
2021-12-29,31.0422
2021-12-30,31.1558
2021-12-31,31.2650
2022-01-03,30.9549
2022-01-04,30.8588
2022-01-05,30.8413
2022-01-06,30.5224
2022-01-07,30.7539
2022-01-10,30.5530
2022-01-11,30.2778
2022-01-12,30.3739
2022-01-13,30.5224
2022-01-14,30.3128
2022-01-18,29.9503
2022-01-19,30.0857
2022-01-20,30.1250
2022-01-21,30.0682
2022-01-24,29.7799
2022-01-25,29.3125
2022-01-26,29.0723
2022-01-27,29.3300
2022-01-28,29.6838
2022-01-31,30.2473
2022-02-01,29.8454
2022-02-02,30.2866
2022-02-03,30.1512
2022-02-04,29.9109
2022-02-07,29.8673
2022-02-08,29.8891
2022-02-09,30.0201
2022-02-10,29.2601
2022-02-11,29.2776
2022-02-14,29.0286
2022-02-15,28.8932
2022-02-16,28.9588
2022-02-17,28.9762
2022-02-18,28.9238
2022-02-22,28.8932
2022-02-23,28.4040
2022-02-24,28.6312
2022-02-25,29.5178
2022-02-28,29.6707
2022-03-01,29.4130
2022-03-02,29.7712
2022-03-03,30.2953
2022-03-04,30.9636
2022-03-07,31.3654
2022-03-08,30.8806
2022-03-09,30.6622
2022-03-10,30.8675
2022-03-11,30.7627
2022-03-14,30.7277
2022-03-15,31.1208
2022-03-16,31.0640
2022-03-17,31.1951
2022-03-18,30.9286
2022-03-21,31.1353
2022-03-22,31.1793
2022-03-23,31.2232
2022-03-24,31.5442
2022-03-25,32.0015
2022-03-28,32.2082
2022-03-29,32.5072
2022-03-30,32.7754
2022-03-31,32.7402
2022-04-01,33.1975
2022-04-04,32.9425
2022-04-05,33.1491
2022-04-06,33.8087
2022-04-07,33.7252
2022-04-08,33.8395
2022-04-11,33.3778
2022-04-12,33.5053
2022-04-13,33.4393
2022-04-14,33.4569
2022-04-18,33.2767
2022-04-19,33.4921
2022-04-20,33.7647
2022-04-21,33.2063
2022-04-22,32.6479
2022-04-25,32.4236
2022-04-26,32.0983
2022-04-27,31.9444
2022-04-28,32.3005
2022-04-29,31.3332
2022-05-02,31.0122
2022-05-03,31.1309
2022-05-04,31.8256
2022-05-05,31.5003
2022-05-06,31.7509
2022-05-09,31.5134
2022-05-10,31.1309
2022-05-11,31.3552
2022-05-12,31.0386
2022-05-13,31.4079
2022-05-16,31.5047
2022-05-17,31.8300
2022-05-18,31.5222
2022-05-19,31.4563
2022-05-20,31.5442
2022-05-23,31.9224
2022-05-24,32.5599
2022-05-25,32.5380
2022-05-26,32.6303
2022-05-27,33.1403
2022-05-31,32.6831
2022-06-01,32.6303
2022-06-02,32.8501
2022-06-03,32.6919
2022-06-06,32.8370
2022-06-07,33.0348
2022-06-08,32.3885
2022-06-09,31.6102
2022-06-10,31.3683
2022-06-13,29.9261
2022-06-14,29.1698
2022-06-15,29.3589
2022-06-16,28.7917
2022-06-17,28.5235
2022-06-21,29.0639
2022-06-22,29.3697
2022-06-23,30.0611
2022-06-24,30.5840
2022-06-27,30.8322
2022-06-28,30.7170
2022-06-29,30.7391
2022-06-30,31.0804
2022-07-01,31.8427
2022-07-05,30.7569
2022-07-06,31.0760
2022-07-07,31.0449
2022-07-08,30.9430
2022-07-11,31.1380
2022-07-12,30.9873
2022-07-13,30.8588
2022-07-14,30.8588
2022-07-15,30.9164
2022-07-18,30.4865
2022-07-19,30.6815
2022-07-20,30.2738
2022-07-21,30.3536
2022-07-22,30.7702
2022-07-25,31.1557
2022-07-26,31.3419
2022-07-27,31.3685
2022-07-28,32.4941
2022-07-29,32.7733
2022-08-01,32.8088
2022-08-02,32.7423
2022-08-03,32.9462
2022-08-04,33.0171
2022-08-05,32.8974
2022-08-08,32.9462
2022-08-09,33.3140
2022-08-10,33.4603
2022-08-11,33.4558
2022-08-12,34.0010
2022-08-15,34.2846
2022-08-16,34.3821
2022-08-17,34.3245
2022-08-18,34.4530
2022-08-19,34.4353
2022-08-22,33.9655
2022-08-23,33.7616
2022-08-24,33.8680
2022-08-25,34.0763
2022-08-26,33.5533
2022-08-29,33.6553
2022-08-30,33.1633
2022-08-31,32.9462
2022-09-01,33.4204
2022-09-02,33.0614
2022-09-06,33.1456
2022-09-07,34.1827
2022-09-08,34.1561
2022-09-09,34.2935
2022-09-12,34.6214
2022-09-13,33.6996
2022-09-14,33.9744
2022-09-15,33.1279
2022-09-16,33.0038
2022-09-19,33.4460
2022-09-20,32.9596
2022-09-21,32.5090
2022-09-22,32.3930
2022-09-23,32.0182
2022-09-26,31.2463
2022-09-27,30.7198
2022-09-28,31.0500
2022-09-29,29.8051
2022-09-30,29.2295
2022-10-03,30.0862
2022-10-04,30.7242
2022-10-05,30.0416
2022-10-06,29.0510
2022-10-07,28.4487
2022-10-10,28.4978
2022-10-11,28.3952
2022-10-12,27.4492
2022-10-13,28.1364
2022-10-14,27.7303
2022-10-17,28.3104
2022-10-18,28.8280
2022-10-19,28.4532
2022-10-20,27.7348
2022-10-21,28.2479
2022-10-24,28.4844
2022-10-25,29.0555
2022-10-26,29.0421
2022-10-27,29.2741
2022-10-28,30.0773
2022-10-31,29.7962
2022-11-01,29.9122
2022-11-02,29.6222
2022-11-03,29.7516
2022-11-04,29.9345
2022-11-07,29.3634
2022-11-08,29.5686
2022-11-09,29.3366
2022-11-10,30.7198
2022-11-11,30.3762
2022-11-14,30.0148
2022-11-15,30.3450
2022-11-16,30.6172
2022-11-17,30.0817
2022-11-18,30.7198
2022-11-21,30.8581
2022-11-22,31.1213
2022-11-23,31.4694
2022-11-25,31.6523
2022-11-28,31.3266
2022-11-29,31.0946
2022-11-30,31.8709
2022-12-01,31.8442
2022-12-02,31.6925
2022-12-05,31.5140
2022-12-06,31.7103
2022-12-07,31.5631
2022-12-08,31.7683
2022-12-09,31.6032
2022-12-12,32.3260
2022-12-13,32.4242
2022-12-14,32.3840
2022-12-15,31.9914
2022-12-16,31.4471
2022-12-19,31.3220
2022-12-20,31.3310
2022-12-21,31.7673
2022-12-22,31.5739
2022-12-23,31.8978
2022-12-27,32.0957
2022-12-28,31.7898
2022-12-29,32.0192
2022-12-30,31.7134
2023-01-03,31.7134
2023-01-04,32.0013
2023-01-05,31.3085
2023-01-06,31.9383
2023-01-09,32.1542
2023-01-10,32.1632
2023-01-11,32.4241
2023-01-12,32.2037
2023-01-13,32.0867
2023-01-17,32.0417
2023-01-18,31.2725
2023-01-19,30.9576
2023-01-20,31.1421
2023-01-23,31.1511
2023-01-24,31.3085
2023-01-25,30.8857
2023-01-26,30.9891
2023-01-27,30.9891
2023-01-30,30.8497
2023-01-31,31.0791
2023-02-01,31.1331
2023-02-02,31.2005
2023-02-03,30.5483
2023-02-06,30.8092
2023-02-07,30.7957
2023-02-08,30.2784
2023-02-09,29.8645
2023-02-10,30.4583
2023-02-13,30.6428
2023-02-14,30.5123
2023-02-15,30.7102
2023-02-16,30.4763
2023-02-17,30.8047
2023-02-21,30.2289
2023-02-22,30.1119
2023-02-23,29.9545
2023-02-24,29.9635
2023-02-27,29.7611
2023-02-28,29.2393
2023-03-01,28.7579
2023-03-02,29.3022
2023-03-03,29.8016
2023-03-06,29.9455
2023-03-07,29.4552
2023-03-08,29.6801
2023-03-09,29.4417
2023-03-10,28.9784
2023-03-13,29.4237
2023-03-14,29.8106
2023-03-15,30.2154
2023-03-16,30.4178
2023-03-17,30.1254
2023-03-20,30.3611
2023-03-21,29.7493
2023-03-22,29.1648
2023-03-23,28.8657
2023-03-24,29.7675
2023-03-27,29.8037
2023-03-28,29.8853
2023-03-29,30.3203
2023-03-30,30.4517
2023-03-31,30.6738
2023-04-03,30.4653
2023-04-04,30.6194
2023-04-05,31.4124
2023-04-06,31.6344
2023-04-10,31.5710
2023-04-11,31.5982
2023-04-12,31.5665
2023-04-13,31.5710
2023-04-14,31.2175
2023-04-17,31.3897
2023-04-18,31.2266
2023-04-19,31.4668
2023-04-20,31.4577
2023-04-21,31.5483
2023-04-24,31.7069
2023-04-25,31.6752
2023-04-26,30.9321
2023-04-27,31.3036
2023-04-28,31.2583
2023-05-01,31.3127
2023-05-02,30.9321
2023-05-03,30.8460
2023-05-04,31.0816
2023-05-05,31.2810
2023-05-08,31.1858
2023-05-09,31.1450
2023-05-10,31.4305
2023-05-11,31.1088
2023-05-12,31.2810
2023-05-15,30.8867
2023-05-16,30.2025
2023-05-17,30.0937
2023-05-18,30.0031
2023-05-19,29.9578
2023-05-22,29.9668
2023-05-23,29.8626
2023-05-24,29.6678
2023-05-25,29.2690
2023-05-26,29.2690
2023-05-30,29.1557
2023-05-31,29.4231
2023-06-01,29.2055
2023-06-02,29.5092
2023-06-05,29.6496
2023-06-06,29.6270
2023-06-07,30.1300
2023-06-08,30.2614
2023-06-09,30.0847
2023-06-12,30.0303
2023-06-13,30.0257
2023-06-14,30.0076
2023-06-15,30.3339
2023-06-16,30.4970
2023-06-20,30.1442
2023-06-21,30.3863
2023-06-22,30.1533
2023-06-23,29.7102
2023-06-26,30.0026
2023-06-27,30.0117
2023-06-28,29.5686
2023-06-29,29.5686
2023-06-30,29.8975
2023-07-03,30.1214
2023-07-05,30.4640
2023-07-06,30.0940
2023-07-07,29.8747
2023-07-10,29.7467
2023-07-11,30.1168
2023-07-12,30.5554
2023-07-13,30.6605
2023-07-14,30.5417
2023-07-17,30.1899
2023-07-18,29.9569
2023-07-19,30.2630
2023-07-20,30.8158
2023-07-21,31.2772
2023-07-24,31.1950
2023-07-25,31.2498
2023-07-26,31.2498
2023-07-27,30.6970
2023-07-28,30.6285
2023-07-31,30.6422
2023-08-01,30.2676
2023-08-02,30.2676
2023-08-03,29.5777
2023-08-04,29.2350
2023-08-07,29.2305
2023-08-08,29.3675
2023-08-09,29.4315
2023-08-10,29.3401
2023-08-11,29.5000
2023-08-14,29.2670
2023-08-15,28.7919
2023-08-16,28.9198
2023-08-17,28.8558
2023-08-18,29.0066
2023-08-21,28.8239
2023-08-22,28.9061
2023-08-23,29.0203
2023-08-24,28.8513
2023-08-25,29.0706
2023-08-28,29.0660
2023-08-29,29.1756
2023-08-30,29.0432
2023-08-31,28.7645
2023-09-01,28.6183
2023-09-05,28.1797
2023-09-06,28.2436
2023-09-07,28.6137
2023-09-08,28.8650
2023-09-11,28.9838
2023-09-12,29.0203
2023-09-13,29.3675
2023-09-14,29.7970
2023-09-15,29.6691
2023-09-18,29.6470
2023-09-19,29.4858
2023-09-20,29.5134
2023-09-21,29.2048
2023-09-22,29.1495
2023-09-25,29.1081
2023-09-26,28.2376
2023-09-27,27.6941
2023-09-28,27.0954
2023-09-29,27.1414
2023-10-02,25.8795
2023-10-03,26.1789
2023-10-04,26.1512
2023-10-05,25.9992
2023-10-06,26.3677
2023-10-09,26.6302
2023-10-10,26.9941
2023-10-11,27.4316
2023-10-12,27.0079
2023-10-13,27.3119
2023-10-16,27.5928
2023-10-17,27.5191
2023-10-18,27.2796
2023-10-19,27.0079
2023-10-20,26.7269
2023-10-23,26.5013
2023-10-24,27.1829
2023-10-25,27.3349
2023-10-26,27.5698
2023-10-27,27.0493
2023-10-30,27.2566
2023-10-31,27.4915
2023-11-01,27.8047
2023-11-02,28.3251
2023-11-03,28.4909
2023-11-06,28.4172
2023-11-07,28.2100
2023-11-08,28.0027
2023-11-09,27.6343
2023-11-10,27.7816
2023-11-13,27.4500
2023-11-14,28.5462
2023-11-15,28.4587
2023-11-16,28.6107
2023-11-17,28.6890
2023-11-20,28.6015
2023-11-21,28.6613
2023-11-22,28.7995
2023-11-24,28.8732
2023-11-27,28.9193
2023-11-28,29.0114
2023-11-29,28.7811
2023-11-30,28.9054
2023-12-01,29.2601
2023-12-04,29.1449
2023-12-05,28.9377
2023-12-06,29.3246
2023-12-07,29.2601
2023-12-08,29.2048
2023-12-11,29.3936
2023-12-12,29.2739
2023-12-13,30.3793
2023-12-14,29.9832
2023-12-15,29.4627
2023-12-18,29.3962
2023-12-19,29.5636
2023-12-20,28.9639
2023-12-21,29.0150
2023-12-22,29.1126
2023-12-26,29.2893
2023-12-27,29.2707
2023-12-28,29.4799
2023-12-29,29.4427
2024-01-02,29.8705
2024-01-03,29.9820
2024-01-04,29.8890
2024-01-05,30.0006
2024-01-08,30.2191
2024-01-09,29.9727
2024-01-10,29.9681
2024-01-11,29.2707
2024-01-12,29.4381
2024-01-16,29.1173
2024-01-17,28.6942
2024-01-18,28.3874
2024-01-19,28.3502
2024-01-22,28.2061
2024-01-23,28.2572
2024-01-24,27.8713
2024-01-25,28.3734
2024-01-26,28.4571
2024-01-29,28.6384
2024-01-30,28.6291
2024-01-31,28.5687
2024-02-01,29.1126
2024-02-02,28.5873
2024-02-05,27.9922
2024-02-06,28.0945
2024-02-07,28.1131
2024-02-08,27.9132
2024-02-09,28.0201
2024-02-12,28.3455
2024-02-13,27.8760
2024-02-14,28.0294
2024-02-15,28.4990
2024-02-16,28.4664
2024-02-20,28.4478
2024-02-21,28.8244
2024-02-22,28.6012
2024-02-23,28.8058
2024-02-26,28.2386
2024-02-27,28.7733
2024-02-28,28.8616
2024-02-29,28.8709
2024-03-01,28.6942
2024-03-04,29.1777
2024-03-05,29.0941
2024-03-06,29.3730
2024-03-07,29.5636
2024-03-08,29.6380
2024-03-11,29.7868
2024-03-12,29.4985
2024-03-13,29.6984
2024-03-14,29.4613
2024-03-15,29.5032
2024-03-18,29.6391
2024-03-19,29.9016
2024-03-20,29.9391
2024-03-21,29.8922
2024-03-22,29.9344
2024-03-25,30.0750
2024-03-26,29.7329
2024-03-27,30.5626
2024-03-28,30.7735
2024-04-01,30.5860
2024-04-02,30.6376
2024-04-03,30.5157
2024-04-04,30.4547
2024-04-05,30.5438
2024-04-08,30.7454
2024-04-09,30.9141
2024-04-10,30.3844
2024-04-11,30.3235
2024-04-12,30.0938
2024-04-15,29.8172
2024-04-16,29.4235
2024-04-17,30.0375
2024-04-18,30.2063
2024-04-19,30.6704
2024-04-22,30.9516
2024-04-23,31.0969
2024-04-24,31.2844
2024-04-25,31.3688
2024-04-26,31.0266
2024-04-29,31.4485
2024-04-30,31.2844
2024-05-01,31.6454
2024-05-02,31.8141
2024-05-03,32.0672
2024-05-06,32.2313
2024-05-07,32.5969
2024-05-08,32.9391
2024-05-09,33.4407
2024-05-10,33.4079
2024-05-13,33.4079
2024-05-14,33.4969
2024-05-15,33.9985
2024-05-16,33.8813
2024-05-17,33.9094
2024-05-20,33.8532
2024-05-21,34.1579
2024-05-22,33.7547
2024-05-23,33.1829
2024-05-24,33.5157
2024-05-28,33.4829
2024-05-29,33.0516
2024-05-30,33.4969
2024-05-31,34.0876
2024-06-03,33.6985
2024-06-04,33.6844
2024-06-05,33.4922
2024-06-06,33.1454
2024-06-07,32.7844
2024-06-10,33.2063
2024-06-11,33.0047
2024-06-12,32.7891
2024-06-13,32.8641
2024-06-14,32.7844
2024-06-17,32.4235
2024-06-18,32.4376
2024-06-20,32.7188
2024-06-21,32.5266
2024-06-24,32.9543
2024-06-25,32.6424
2024-06-26,32.5054
2024-06-27,32.5621
2024-06-28,32.1982
2024-07-01,31.9761
2024-07-02,32.1415
2024-07-03,32.3352
2024-07-05,32.3919
2024-07-08,32.4250
2024-07-09,32.5195
2024-07-10,32.8267
2024-07-11,33.4268
2024-07-12,33.6725
2024-07-15,32.8550
2024-07-16,33.1102
2024-07-17,33.1291
2024-07-18,33.1007
2024-07-19,33.1385
2024-07-22,33.4173
2024-07-23,33.2094
2024-07-24,33.5827
2024-07-25,33.3039
2024-07-26,33.6300
2024-07-29,33.7812
2024-07-30,33.9560
2024-07-31,34.3955
2024-08-01,35.0145
2024-08-02,35.0712
2024-08-05,34.1450
2024-08-06,34.4333
2024-08-07,34.6270
2024-08-08,34.6648
2024-08-09,34.7829
2024-08-12,34.8444
2024-08-13,35.0476
2024-08-14,35.0239
2024-08-15,35.0192
2024-08-16,35.1751
2024-08-19,35.4067
2024-08-20,35.3311
2024-08-21,35.5815
2024-08-22,35.5390
2024-08-23,35.6382
2024-08-26,35.8698
2024-08-27,35.5862
2024-08-28,35.5862
2024-08-29,35.7800
2024-08-30,36.0493
2024-09-03,35.9974
2024-09-04,36.3045
2024-09-05,36.2147
2024-09-06,35.8698
2024-09-09,36.2336
2024-09-10,36.4037
2024-09-11,36.5171
2024-09-12,36.5975
2024-09-13,37.1125
2024-09-16,37.3960
2024-09-17,37.3677
2024-09-18,37.0842
2024-09-19,36.8668
2024-09-20,37.8402
2024-09-23,38.2156
2024-09-24,37.9444
2024-09-25,38.1442
2024-09-26,37.8826
2024-09-27,38.2584
2024-09-30,38.4297
2024-10-01,38.7389
2024-10-02,38.7579
2024-10-03,38.7436
2024-10-04,38.6818
2024-10-07,37.7922
2024-10-08,37.8112
2024-10-09,37.4877
2024-10-10,37.3735
2024-10-11,37.7018
2024-10-14,38.1775
2024-10-15,38.3488
2024-10-16,39.1099
2024-10-17,38.7627
2024-10-18,38.9863
2024-10-21,38.8340
2024-10-22,38.6961
2024-10-23,39.0671
2024-10-24,38.8150
2024-10-25,38.2394
2024-10-28,38.5391
2024-10-29,37.7161
2024-10-30,37.6257
2024-10-31,38.0158
2024-11-01,37.1690
2024-11-04,36.7265
2024-11-05,37.2784
2024-11-06,36.8930
2024-11-07,36.9596
2024-11-08,37.6685
2024-11-11,37.7731
2024-11-12,37.3402
2024-11-13,37.2736
2024-11-14,37.1452
2024-11-15,37.7018
2024-11-18,38.0300
2024-11-19,38.2727
2024-11-20,38.2917
2024-11-21,38.9577
2024-11-22,38.7484
2024-11-25,38.8198
2024-11-26,39.4382
2024-11-27,39.4382
2024-11-29,39.4525
2024-12-02,38.6057
2024-12-03,38.2727
2024-12-04,38.2679
2024-12-05,38.3868
2024-12-06,37.9111
2024-12-09,37.4354
2024-12-10,37.1642
2024-12-11,36.9311
2024-12-12,36.9121
2024-12-13,36.9359
2024-12-16,36.6409
2024-12-17,36.4887
2024-12-18,35.6276
2024-12-19,35.7893
2024-12-20,36.3602
2024-12-23,36.4840
2024-12-24,36.6854
2024-12-26,36.5991
2024-12-27,36.4936
2024-12-30,36.3401
2024-12-31,36.3065
2025-01-02,36.5847
2025-01-03,36.9732
2025-01-06,36.5607
2025-01-07,36.4696
2025-01-08,36.4600
2025-01-10,36.2537
2025-01-13,35.8316
2025-01-14,36.3017
2025-01-15,36.8341
2025-01-16,37.7647
2025-01-17,37.8175
2025-01-21,38.3979
2025-01-22,37.5680
2025-01-23,37.7455
2025-01-24,38.1293
2025-01-27,37.2467
2025-01-28,36.7334
2025-01-29,36.8101
2025-01-30,37.5776
2025-01-31,37.3570
2025-02-03,37.5584
2025-02-04,37.2275
2025-02-05,37.6016
2025-02-06,37.5584
2025-02-07,37.4817
2025-02-10,37.8894
2025-02-11,38.0813
2025-02-12,38.0141
2025-02-13,38.1005
2025-02-14,37.9422
2025-02-18,38.2971
2025-02-19,38.4986
2025-02-20,38.4938
2025-02-21,38.5034
2025-02-24,38.3115
2025-02-25,38.1197
2025-02-26,38.2780
2025-02-27,37.4289
2025-02-28,37.9997
2025-03-03,38.0525
2025-03-04,37.4337
2025-03-05,37.1699
2025-03-06,36.3976
2025-03-07,37.0740
2025-03-10,37.4817
2025-03-11,37.1315
2025-03-12,37.0164
2025-03-13,37.1075
2025-03-14,37.8319
2025-03-17,37.9901
2025-03-18,37.7263
2025-03-19,37.8654
2025-03-20,38.0189
2025-03-21,37.7743
2025-03-24,37.7622
2025-03-25,37.1584
2025-03-26,37.4047
2025-03-27,37.3951
2025-03-28,37.6704
2025-03-31,38.0907
2025-04-01,38.1873
2025-04-02,38.3661
2025-04-03,38.1245
2025-04-04,36.0038
2025-04-07,35.4531
2025-04-08,35.3082
2025-04-09,36.6994
2025-04-10,36.4241
2025-04-11,36.8685
2025-04-14,37.5303
2025-04-15,37.5255
2025-04-16,37.1874
2025-04-17,37.5690
2025-04-21,36.6801
2025-04-22,37.6801
2025-04-23,37.8395
2025-04-24,37.8975
2025-04-25,37.7815
2025-04-28,38.0134
2025-04-29,38.3081
2025-04-30,38.1149
2025-05-01,38.2260
2025-05-02,38.5255
2025-05-05,38.4289
2025-05-06,38.8974
2025-05-07,39.0086
2025-05-08,38.6946
2025-05-09,38.7622
2025-05-12,38.5303
2025-05-13,38.4772
2025-05-14,38.3081
2025-05-15,39.1245
2025-05-16,39.6994
2025-05-19,39.8684
2025-05-20,39.9844
2025-05-21,39.2549
2025-05-22,38.6946
2025-05-23,39.1583
2025-05-27,39.4530
2025-05-28,38.9023
2025-05-29,39.1728
2025-05-30,39.5738
2025-06-02,39.6994
2025-06-03,39.8056
2025-06-04,39.1100
2025-06-05,39.0472
2025-06-06,39.2211
2025-06-09,38.9699
2025-06-10,39.0617
2025-06-11,39.0859
2025-06-12,39.5593
2025-06-13,39.3322
2025-06-16,39.1390
2025-06-17,38.8153
2025-06-18,38.9168
2025-06-20,39.0230
2025-06-23,39.5178
2025-06-24,39.6880
2025-06-25,39.1578
2025-06-26,39.4837
2025-06-27,39.5615
2025-06-30,39.7221
2025-07-01,39.8583
2025-07-02,39.5129
2025-07-03,39.8096
2025-07-07,39.8923
2025-07-08,39.4691
2025-07-09,39.8388
2025-07-10,40.1647
2025-07-11,40.1063
2025-07-14,40.2669
2025-07-15,39.8826
2025-07-16,39.9020
2025-07-17,40.0674
2025-07-18,40.7387
2025-07-21,40.8700
2025-07-22,41.3711
2025-07-23,41.0597
2025-07-24,41.0062
2025-07-25,41.1132
2025-07-28,40.6755
2025-07-29,41.1424
2025-07-30,41.4489
2025-07-31,41.6726
2025-08-01,41.7359
2025-08-04,42.4753
2025-08-05,42.0229
2025-08-06,41.6483
2025-08-07,42.1007
2025-08-08,41.9207
2025-08-11,41.7894
2025-08-12,41.9694
2025-08-13,42.0618
2025-08-14,41.7699
2025-08-15,41.6483
2025-08-18,41.4683
2025-08-19,41.8721
2025-08-20,41.9159
2025-08-21,41.6289
2025-08-22,41.8526
2025-08-25,41.3808
2025-08-26,41.4732
2025-08-27,41.4829
2025-08-28,41.1668
2025-08-29,41.0160
2025-09-02,40.8798
2025-09-03,40.7776
2025-09-04,40.7290
2025-09-05,40.6025
2025-09-08,40.1890
2025-09-09,40.4663
2025-09-10,41.1619
2025-09-11,41.3808
2025-09-12,41.5900
2025-09-15,41.6872
2025-09-16,40.9284
2025-09-17,41.0306
2025-09-18,41.0597
2025-09-19,41.3224
2025-09-22,41.7230
2025-09-23,41.9385
2025-09-24,42.2372
2025-09-25,41.8307
2025-09-26,42.5114
2025-09-29,42.6338
2025-09-30,42.7073
2025-10-01,43.1187
2025-10-02,43.0403
2025-10-03,43.5398
2025-10-06,43.9610
2025-10-07,44.1617
2025-10-08,44.4654
2025-10-09,44.3527
2025-10-10,44.1715
2025-10-13,44.5094
2025-10-14,44.9061
2025-10-15,45.4937
2025-10-16,44.9991
2025-10-17,44.8424
2025-10-20,44.8277
2025-10-21,44.3723
2025-10-22,44.2695
2025-10-23,44.2352
2025-10-24,44.7543
2025-10-27,44.8767
2025-10-28,44.1372
2025-10-29,44.1226
2025-10-30,43.9365
2025-10-31,43.6329
2025-11-03,43.6573
2025-11-04,43.5006
2025-11-05,43.5104
2025-11-06,43.3194
2025-11-07,43.9218
2025-11-10,43.9071
2025-11-11,43.9316
2025-11-12,44.0344
2025-11-13,43.4272
2025-11-14,43.4663
2025-11-17,43.8581
2025-11-18,43.6916
2025-11-19,43.3243
2025-11-20,43.1040
2025-11-21,43.1676
2025-11-24,43.6573
2025-11-25,43.4908
2025-11-26,44.0687
2025-11-28,44.3821
2025-12-01,43.3439
2025-12-02,43.0354
2025-12-03,42.8983
2025-12-04,42.8101
2025-12-05,42.4086
2025-12-08,41.8405
2025-12-09,41.8699
2025-12-10,41.8503
2025-12-11,42.1539
2025-12-12,41.9483
2025-12-15,42.3302
2025-12-16,42.1539
2025-12-17,41.8797
2025-12-18,42.2911
2025-12-19,41.7524
2025-12-22,41.9073
2025-12-23,42.0553
2025-12-24,42.2428
2025-12-26,42.2132
2025-12-29,42.2921
2025-12-30,42.3908
2025-12-31,42.1244
2026-01-02,42.6079
2026-01-05,42.1342
2026-01-06,42.3415
2026-01-07,41.3152
2026-01-08,41.4337
2026-01-09,41.9468
2026-01-12,42.0158
2026-01-13,42.2823
2026-01-14,42.5980
2026-01-15,43.0322
2026-01-16,42.8151
2026-01-20,42.3908
2026-01-21,42.4500
2026-01-22,42.1441
2026-01-23,41.9961
2026-01-26,42.3020
2026-01-27,42.8546
2026-01-28,42.7559
2026-01-29,42.7559
2026-01-30,42.6770
2026-02-02,42.0553
2026-02-03,42.6671
2026-02-04,42.5092
2026-02-05,42.5289
2026-02-06,42.7756
2026-02-09,42.9039
2026-02-10,43.6144
2026-02-11,43.9992
2026-02-12,44.6505
2026-02-13,45.8839
2026-02-17,45.7655
2026-02-18,45.0057
2026-02-19,45.4991
2026-02-20,45.7162
2026-02-23,46.0615
2026-02-24,46.5746
2026-02-25,46.7325
2026-02-26,46.5549
2026-02-27,47.0976
2026-03-02,46.7424
2026-03-03,46.4463
2026-03-04,46.6437
2026-03-05,46.2786
2026-03-06,46.1207
2026-03-09,46.2293
2026-03-10,45.9431
2026-03-11,45.5583
2026-03-12,45.8839
2026-03-13,46.3378
2026-03-16,46.6338
2026-03-17,46.5056
2026-03-18,46.1109
2026-03-19,45.9234
2026-03-20,44.0584
2026-03-23,44.4956
2026-03-24,44.8037
2026-03-25,44.9626
2026-03-26,45.0421
2026-03-27,45.3005
2026-03-30,45.6284
2026-03-31,45.5986
2026-04-01,45.8172
2026-04-02,46.0457
2026-04-06,45.8768
2026-04-07,45.9762
2026-04-08,46.4829
2026-04-09,46.8506
