date,XLI.US
2021-07-14,95.1577
2021-07-15,95.3431
2021-07-16,94.4993
2021-07-19,92.5242
2021-07-20,95.1113
2021-07-21,96.0200
2021-07-22,95.6677
2021-07-23,96.0757
2021-07-26,96.0293
2021-07-27,95.5008
2021-07-28,95.2782
2021-07-29,96.0293
2021-07-30,95.8439
2021-08-02,95.1855
2021-08-03,96.4280
2021-08-04,95.1206
2021-08-05,95.5657
2021-08-06,96.0108
2021-08-09,95.6306
2021-08-10,96.6042
2021-08-11,97.8561
2021-08-12,97.6706
2021-08-13,97.3646
2021-08-16,97.6984
2021-08-17,96.6413
2021-08-18,95.5842
2021-08-19,94.9166
2021-08-20,95.1669
2021-08-23,95.9459
2021-08-24,96.4280
2021-08-25,97.0493
2021-08-26,96.6228
2021-08-27,97.2904
2021-08-30,97.1791
2021-08-31,96.9102
2021-09-01,96.5393
2021-09-02,97.5779
2021-09-03,96.9844
2021-09-07,95.3060
2021-09-08,95.4358
2021-09-09,94.9722
2021-09-10,94.5457
2021-09-13,94.7960
2021-09-14,93.6555
2021-09-15,94.6848
2021-09-16,94.0357
2021-09-17,93.0342
2021-09-20,91.9672
2021-09-21,91.4834
2021-09-22,92.2090
2021-09-23,93.6231
2021-09-24,93.8184
2021-09-27,93.9114
2021-09-28,92.8230
2021-09-29,92.9253
2021-09-30,91.0183
2021-10-01,92.2649
2021-10-04,91.7625
2021-10-05,92.7858
2021-10-06,93.1951
2021-10-07,93.9207
2021-10-08,93.9114
2021-10-11,93.1579
2021-10-12,92.8509
2021-10-13,93.0463
2021-10-14,94.8045
2021-10-15,95.7162
2021-10-18,95.7813
2021-10-19,96.3488
2021-10-20,96.9534
2021-10-21,97.1488
2021-10-22,97.4930
2021-10-25,97.7163
2021-10-26,97.1116
2021-10-27,95.9767
2021-10-28,97.1767
2021-10-29,97.2046
2021-11-01,97.4744
2021-11-02,97.8000
2021-11-03,97.5860
2021-11-04,97.9768
2021-11-05,98.9721
2021-11-08,99.3815
2021-11-09,99.6326
2021-11-10,99.0745
2021-11-11,98.6652
2021-11-12,99.4466
2021-11-15,99.6326
2021-11-16,99.6512
2021-11-17,99.0559
2021-11-18,98.8512
2021-11-19,98.3582
2021-11-22,98.6279
2021-11-23,98.7954
2021-11-24,98.6838
2021-11-26,96.0139
2021-11-29,96.1813
2021-11-30,93.7440
2021-12-01,92.4416
2021-12-02,95.1859
2021-12-03,95.0743
2021-12-06,96.6837
2021-12-07,97.6698
2021-12-08,97.9116
2021-12-09,97.6046
2021-12-10,98.0047
2021-12-13,96.9907
2021-12-14,96.0697
2021-12-15,96.9069
2021-12-16,96.9534
2021-12-17,95.2976
2021-12-20,93.7708
2021-12-21,95.6384
2021-12-22,95.9092
2021-12-23,97.0391
2021-12-27,98.0662
2021-12-28,98.5611
2021-12-29,98.7386
2021-12-30,98.3837
2021-12-31,98.8039
2022-01-03,97.9915
2022-01-04,99.9618
2022-01-05,99.0094
2022-01-06,99.4669
2022-01-07,99.4389
2022-01-10,98.3184
2022-01-11,98.9066
2022-01-12,99.2241
2022-01-13,99.4389
2022-01-14,98.8413
2022-01-18,97.7021
2022-01-19,96.6095
2022-01-20,95.3769
2022-01-21,94.4992
2022-01-24,95.0408
2022-01-25,94.1070
2022-01-26,93.2852
2022-01-27,92.4542
2022-01-28,93.0985
2022-01-31,94.0696
2022-02-01,95.3676
2022-02-02,96.0306
2022-02-03,94.4992
2022-02-04,93.4813
2022-02-07,93.5560
2022-02-08,94.4898
2022-02-09,95.7878
2022-02-10,94.2190
2022-02-11,92.7810
2022-02-14,92.4355
2022-02-15,93.8268
2022-02-16,94.3217
2022-02-17,92.5942
2022-02-18,91.8285
2022-02-22,90.9414
2022-02-23,89.2700
2022-02-24,90.4092
2022-02-25,92.5662
2022-02-28,93.2759
2022-03-01,91.8846
2022-03-02,93.8455
2022-03-03,93.9482
2022-03-04,93.7428
2022-03-07,91.2309
2022-03-08,90.6706
2022-03-09,92.3141
2022-03-10,92.1927
2022-03-11,91.4550
2022-03-14,91.7632
2022-03-15,93.2199
2022-03-16,94.4525
2022-03-17,95.6664
2022-03-18,96.0306
2022-03-21,96.2470
2022-03-22,96.7717
2022-03-23,95.8441
2022-03-24,96.5749
2022-03-25,97.1745
2022-03-28,97.2026
2022-03-29,98.1020
2022-03-30,97.9896
2022-03-31,96.4812
2022-04-01,95.7317
2022-04-04,95.6099
2022-04-05,94.2514
2022-04-06,93.5206
2022-04-07,93.8392
2022-04-08,93.3145
2022-04-11,93.0147
2022-04-12,92.8648
2022-04-13,93.7361
2022-04-14,93.6331
2022-04-18,93.3052
2022-04-19,95.0009
2022-04-20,95.5162
2022-04-21,94.5419
2022-04-22,92.2184
2022-04-25,92.2184
2022-04-26,90.2040
2022-04-27,90.5413
2022-04-28,91.5625
2022-04-29,89.1360
2022-05-02,89.3234
2022-05-03,89.9136
2022-05-04,92.5182
2022-05-05,90.1010
2022-05-06,89.4920
2022-05-09,87.3278
2022-05-10,86.7563
2022-05-11,85.9693
2022-05-12,86.1286
2022-05-13,87.2247
2022-05-16,87.1029
2022-05-17,89.0798
2022-05-18,85.7632
2022-05-19,84.9949
2022-05-20,84.0768
2022-05-23,85.4540
2022-05-24,85.4071
2022-05-25,85.9037
2022-05-26,87.6463
2022-05-27,89.4452
2022-05-31,88.7237
2022-06-01,88.1804
2022-06-02,89.8668
2022-06-03,89.5201
2022-06-06,89.8949
2022-06-07,91.1035
2022-06-08,89.4545
2022-06-09,87.6932
2022-06-10,85.1073
2022-06-13,82.5496
2022-06-14,82.3435
2022-06-15,83.1399
2022-06-16,80.3667
2022-06-17,80.1605
2022-06-21,81.6180
2022-06-22,81.1663
2022-06-23,80.7523
2022-06-24,83.5752
2022-06-27,83.3776
2022-06-28,82.4084
2022-06-29,81.9285
2022-06-30,82.1826
2022-07-01,82.8977
2022-07-05,81.6556
2022-07-06,82.1261
2022-07-07,83.0953
2022-07-08,82.7189
2022-07-11,82.1637
2022-07-12,81.9097
2022-07-13,80.9123
2022-07-14,80.4512
2022-07-15,81.7121
2022-07-18,81.2228
2022-07-19,84.1209
2022-07-20,84.7702
2022-07-21,85.3818
2022-07-22,85.1089
2022-07-25,85.5135
2022-07-26,85.0525
2022-07-27,86.3698
2022-07-28,88.1764
2022-07-29,89.9925
2022-08-01,90.0865
2022-08-02,89.1362
2022-08-03,89.9736
2022-08-04,90.3030
2022-08-05,90.4441
2022-08-08,90.4159
2022-08-09,90.0865
2022-08-10,92.0625
2022-08-11,92.5518
2022-08-12,93.9444
2022-08-15,94.1703
2022-08-16,94.5937
2022-08-17,93.8409
2022-08-18,94.2173
2022-08-19,93.0035
2022-08-22,91.2345
2022-08-23,91.4039
2022-08-24,91.7050
2022-08-25,93.1070
2022-08-26,89.8795
2022-08-29,89.4749
2022-08-30,88.1858
2022-08-31,87.4425
2022-09-01,87.5648
2022-09-02,86.7179
2022-09-06,86.8591
2022-09-07,88.2517
2022-09-08,88.5152
2022-09-09,89.6631
2022-09-12,90.1995
2022-09-13,86.8026
2022-09-14,86.6333
2022-09-15,85.7299
2022-09-16,83.9421
2022-09-19,85.0814
2022-09-20,84.0225
2022-09-21,82.9069
2022-09-22,81.6589
2022-09-23,80.1272
2022-09-26,79.2858
2022-09-27,79.0211
2022-09-28,80.7607
2022-09-29,79.3614
2022-09-30,78.3214
2022-10-03,80.6851
2022-10-04,83.4931
2022-10-05,83.0392
2022-10-06,82.0843
2022-10-07,80.5149
2022-10-10,80.7985
2022-10-11,80.7796
2022-10-12,80.1461
2022-10-13,81.9141
2022-10-14,80.1178
2022-10-17,81.8669
2022-10-18,83.8429
2022-10-19,83.2472
2022-10-20,81.6116
2022-10-21,83.8523
2022-10-24,84.9680
2022-10-25,86.1120
2022-10-26,86.4145
2022-10-27,87.4261
2022-10-28,89.4589
2022-10-31,89.2036
2022-11-01,89.1185
2022-11-02,87.5491
2022-11-03,88.4661
2022-11-04,89.8843
2022-11-07,90.8487
2022-11-08,91.6429
2022-11-09,90.3665
2022-11-10,94.1578
2022-11-11,94.1010
2022-11-14,93.5243
2022-11-15,94.1672
2022-11-16,93.4865
2022-11-17,93.3258
2022-11-18,94.0160
2022-11-21,94.3185
2022-11-22,95.0465
2022-11-23,95.4058
2022-11-25,95.7745
2022-11-28,94.0349
2022-11-29,94.6116
2022-11-30,96.1716
2022-12-01,96.2000
2022-12-02,96.7483
2022-12-05,95.1316
2022-12-06,94.0065
2022-12-07,93.8836
2022-12-08,94.4414
2022-12-09,93.6661
2022-12-12,95.2734
2022-12-13,95.6327
2022-12-14,95.4530
2022-12-15,93.1461
2022-12-16,92.7490
2022-12-19,92.2608
2022-12-20,92.3748
2022-12-21,94.1132
2022-12-22,92.9162
2022-12-23,93.4672
2022-12-27,93.7522
2022-12-28,92.5268
2022-12-29,93.6667
2022-12-30,93.2962
2023-01-03,93.4957
2023-01-04,94.3222
2023-01-05,93.3057
2023-01-06,95.8611
2023-01-09,95.4337
2023-01-10,95.9561
2023-01-11,96.8776
2023-01-12,97.4476
2023-01-13,97.3336
2023-01-17,96.5071
2023-01-18,94.6927
2023-01-19,92.7452
2023-01-20,94.0372
2023-01-23,95.0632
2023-01-24,95.6901
2023-01-25,95.1582
2023-01-26,95.6806
2023-01-27,96.0796
2023-01-30,95.1392
2023-01-31,96.7541
2023-02-01,97.4571
2023-02-02,98.2171
2023-02-03,97.7041
2023-02-06,97.4666
2023-02-07,97.7706
2023-02-08,97.2196
2023-02-09,96.3456
2023-02-10,97.0296
2023-02-13,97.9131
2023-02-14,97.6471
2023-02-15,98.2551
2023-02-16,97.2386
2023-02-17,97.8751
2023-02-21,95.6331
2023-02-22,95.3957
2023-02-23,95.8421
2023-02-24,95.2912
2023-02-27,96.1366
2023-02-28,95.9181
2023-03-01,96.2981
2023-03-02,97.4286
2023-03-03,98.4830
2023-03-06,98.3026
2023-03-07,97.0391
2023-03-08,97.2671
2023-03-09,95.8326
2023-03-10,94.0467
2023-03-13,93.5147
2023-03-14,94.5027
2023-03-15,92.1753
2023-03-16,93.3627
2023-03-17,91.8333
2023-03-20,93.0495
2023-03-21,94.1273
2023-03-22,92.3245
2023-03-23,92.0574
2023-03-24,92.4390
2023-03-27,93.2116
2023-03-28,93.6885
2023-03-29,95.0526
2023-03-30,95.2529
2023-03-31,96.5120
2023-04-03,96.6837
2023-04-04,94.5184
2023-04-05,93.2879
2023-04-06,93.2593
2023-04-10,94.1082
2023-04-11,94.6710
2023-04-12,94.9858
2023-04-13,95.3387
2023-04-14,95.2243
2023-04-17,95.9778
2023-04-18,96.4357
2023-04-19,96.3594
2023-04-20,96.1877
2023-04-21,95.9683
2023-04-24,96.1972
2023-04-25,94.4230
2023-04-26,92.6393
2023-04-27,94.4707
2023-04-28,95.3864
2023-05-01,95.9015
2023-05-02,94.9000
2023-05-03,94.5375
2023-05-04,93.5073
2023-05-05,94.9190
2023-05-08,94.5756
2023-05-09,94.7855
2023-05-10,94.4421
2023-05-11,93.8698
2023-05-12,93.9366
2023-05-15,94.3944
2023-05-16,93.1162
2023-05-17,94.7187
2023-05-18,95.4055
2023-05-19,95.1766
2023-05-22,95.1575
2023-05-23,94.0129
2023-05-24,92.8015
2023-05-25,93.1067
2023-05-26,93.8030
2023-05-30,93.6599
2023-05-31,92.3818
2023-06-01,93.5645
2023-06-02,96.2831
2023-06-05,95.6154
2023-06-06,96.2163
2023-06-07,97.7615
2023-06-08,97.9332
2023-06-09,97.6757
2023-06-12,98.3720
2023-06-13,99.5167
2023-06-14,99.2496
2023-06-15,100.7471
2023-06-16,100.5850
2023-06-20,99.8426
2023-06-21,100.3981
2023-06-22,99.6702
2023-06-23,98.9136
2023-06-26,99.7372
2023-06-27,100.9344
2023-06-28,100.9344
2023-06-29,101.9113
2023-06-30,102.7828
2023-07-03,102.8020
2023-07-05,102.2465
2023-07-06,101.4803
2023-07-07,101.7102
2023-07-10,103.1563
2023-07-11,104.3726
2023-07-12,104.1907
2023-07-13,104.3247
2023-07-14,104.0183
2023-07-17,104.4109
2023-07-18,104.9951
2023-07-19,104.9473
2023-07-20,105.4165
2023-07-21,104.9185
2023-07-24,105.1580
2023-07-25,105.0239
2023-07-26,105.7613
2023-07-27,104.8515
2023-07-28,105.5027
2023-07-31,105.7517
2023-08-01,106.0678
2023-08-02,104.9568
2023-08-03,104.2960
2023-08-04,103.6639
2023-08-07,104.9377
2023-08-08,104.4588
2023-08-09,104.4014
2023-08-10,104.1140
2023-08-11,104.2864
2023-08-14,104.3247
2023-08-15,102.9935
2023-08-16,102.4189
2023-08-17,101.5569
2023-08-18,101.7485
2023-08-21,101.6240
2023-08-22,101.3845
2023-08-23,102.4284
2023-08-24,101.1834
2023-08-25,102.0358
2023-08-28,102.8690
2023-08-29,103.6543
2023-08-30,104.1236
2023-08-31,103.6543
2023-09-01,104.2002
2023-09-05,102.4476
2023-09-06,102.0070
2023-09-07,101.6718
2023-09-08,101.1642
2023-09-11,101.1930
2023-09-12,100.8290
2023-09-13,100.1586
2023-09-14,101.1451
2023-09-15,100.5609
2023-09-18,100.6724
2023-09-19,100.2493
2023-09-20,99.8551
2023-09-21,98.2203
2023-09-22,97.8837
2023-09-25,98.3742
2023-09-26,96.8740
2023-09-27,97.5952
2023-09-28,98.0087
2023-09-29,97.4895
2023-10-02,96.5374
2023-10-03,95.8643
2023-10-04,96.1720
2023-10-05,95.6047
2023-10-06,96.9125
2023-10-09,98.4318
2023-10-10,99.0281
2023-10-11,99.6243
2023-10-12,98.7203
2023-10-13,97.8453
2023-10-16,98.8838
2023-10-17,99.1915
2023-10-18,96.7971
2023-10-19,95.9028
2023-10-20,94.9123
2023-10-23,94.4700
2023-10-24,95.1816
2023-10-25,93.9603
2023-10-26,93.5660
2023-10-27,92.7390
2023-10-30,93.8930
2023-10-31,94.5854
2023-11-01,94.8931
2023-11-02,96.8452
2023-11-03,97.7010
2023-11-06,97.4414
2023-11-07,97.2010
2023-11-08,97.4221
2023-11-09,97.2106
2023-11-10,98.6146
2023-11-13,98.7011
2023-11-14,100.6820
2023-11-15,100.8936
2023-11-16,100.9128
2023-11-17,101.5571
2023-11-20,101.8648
2023-11-21,101.7879
2023-11-22,102.0091
2023-11-24,102.2591
2023-11-27,101.6821
2023-11-28,101.4417
2023-11-29,101.8264
2023-11-30,102.9419
2023-12-01,104.5670
2023-12-04,104.7401
2023-12-05,103.8939
2023-12-06,104.3555
2023-12-07,104.4516
2023-12-08,104.7786
2023-12-11,105.7787
2023-12-12,106.2595
2023-12-13,107.4423
2023-12-14,108.8270
2023-12-15,108.6828
2023-12-18,108.6779
2023-12-19,109.5191
2023-12-20,107.7497
2023-12-21,108.8616
2023-12-22,109.3838
2023-12-26,110.1573
2023-12-27,110.3216
2023-12-28,110.3506
2023-12-29,110.2153
2024-01-02,109.1034
2024-01-03,107.4790
2024-01-04,107.6144
2024-01-05,107.7400
2024-01-08,108.4459
2024-01-09,108.1075
2024-01-10,108.6586
2024-01-11,108.4072
2024-01-12,108.3975
2024-01-16,107.3049
2024-01-17,106.5798
2024-01-18,108.0204
2024-01-19,108.7263
2024-01-22,109.5675
2024-01-23,109.4804
2024-01-24,108.8036
2024-01-25,109.8479
2024-01-26,109.6738
2024-01-29,110.3893
2024-01-30,110.4280
2024-01-31,109.1517
2024-02-01,111.0081
2024-02-02,111.7526
2024-02-05,111.1435
2024-02-06,112.1394
2024-02-07,112.8839
2024-02-08,112.9032
2024-02-09,113.0773
2024-02-12,113.2416
2024-02-13,112.0814
2024-02-14,113.9571
2024-02-15,114.8080
2024-02-16,114.1215
2024-02-20,113.7637
2024-02-21,114.2182
2024-02-22,115.6298
2024-02-23,116.2390
2024-02-26,116.0649
2024-02-27,116.2390
2024-02-28,116.6354
2024-02-29,116.9931
2024-03-01,117.4959
2024-03-04,117.9214
2024-03-05,116.9545
2024-03-06,117.5636
2024-03-07,118.5112
2024-03-08,118.2501
2024-03-11,117.6410
2024-03-12,118.1631
2024-03-13,118.4821
2024-03-14,117.9794
2024-03-15,117.9987
2024-03-18,118.2082
2024-03-19,119.2266
2024-03-20,120.6620
2024-03-21,121.8549
2024-03-22,121.4379
2024-03-25,120.6523
2024-03-26,120.2158
2024-03-27,122.1459
2024-03-28,122.1653
2024-04-01,121.2245
2024-04-02,120.6620
2024-04-03,121.2827
2024-04-04,120.2158
2024-04-05,121.8840
2024-04-08,121.6706
2024-04-09,121.3894
2024-04-10,120.3516
2024-04-11,120.4874
2024-04-12,119.1975
2024-04-15,118.3440
2024-04-16,118.0724
2024-04-17,117.4614
2024-04-18,117.0540
2024-04-19,116.8407
2024-04-22,117.7233
2024-04-23,119.3623
2024-04-24,118.4119
2024-04-25,118.7707
2024-04-26,118.9647
2024-04-29,119.7600
2024-04-30,117.8590
2024-05-01,117.5681
2024-05-02,118.2470
2024-05-03,119.0714
2024-05-06,120.2740
2024-05-07,120.6038
2024-05-08,120.6038
2024-05-09,121.8064
2024-05-10,121.8937
2024-05-13,121.3797
2024-05-14,121.3506
2024-05-15,122.1459
2024-05-16,121.4185
2024-05-17,121.5543
2024-05-20,121.7870
2024-05-21,121.3894
2024-05-22,121.5349
2024-05-23,120.0994
2024-05-24,120.7105
2024-05-28,119.2363
2024-05-29,117.5487
2024-05-30,118.3537
2024-05-31,119.7891
2024-06-03,118.3246
2024-06-04,118.0336
2024-06-05,119.2266
2024-06-06,118.5186
2024-06-07,118.6446
2024-06-10,119.0132
2024-06-11,118.3343
2024-06-12,119.4593
2024-06-13,118.6931
2024-06-14,117.5002
2024-06-17,118.7998
2024-06-18,119.4399
2024-06-20,119.5175
2024-06-21,119.2654
2024-06-24,119.7724
2024-06-25,118.7505
2024-06-26,118.4294
2024-06-27,118.5559
2024-06-28,118.6046
2024-07-01,117.3297
2024-07-02,117.9720
2024-07-03,118.4002
2024-07-05,117.9720
2024-07-08,118.1179
2024-07-09,117.6021
2024-07-10,118.6532
2024-07-11,120.1617
2024-07-12,120.8527
2024-07-15,121.7188
2024-07-16,124.7552
2024-07-17,123.1592
2024-07-18,122.1957
2024-07-19,121.5242
2024-07-22,122.7601
2024-07-23,122.5266
2024-07-24,119.8892
2024-07-25,120.8527
2024-07-26,122.9159
2024-07-29,122.7017
2024-07-30,123.0618
2024-07-31,124.4341
2024-08-01,122.1276
2024-08-02,119.4415
2024-08-05,117.3686
2024-08-06,118.7797
2024-08-07,118.2055
2024-08-08,120.9305
2024-08-09,120.9500
2024-08-12,120.3369
2024-08-13,121.6020
2024-08-14,122.0984
2024-08-15,123.7431
2024-08-16,123.5679
2024-08-19,124.3173
2024-08-20,123.9766
2024-08-21,124.7260
2024-08-22,124.5703
2024-08-23,125.8160
2024-08-26,125.6798
2024-08-27,125.7576
2024-08-28,125.6992
2024-08-29,126.5848
2024-08-30,127.9376
2024-09-03,125.1056
2024-09-04,125.2321
2024-09-05,123.7723
2024-09-06,122.5168
2024-09-09,124.3951
2024-09-10,124.6092
2024-09-11,124.8331
2024-09-12,125.7965
2024-09-13,127.0714
2024-09-16,127.7235
2024-09-17,128.4242
2024-09-18,128.3171
2024-09-19,130.5263
2024-09-20,129.6115
2024-09-23,130.4814
2024-09-24,131.4188
2024-09-25,130.8036
2024-09-26,131.4578
2024-09-27,131.6433
2024-09-30,132.2389
2024-10-01,132.3072
2024-10-02,132.0632
2024-10-03,131.3895
2024-10-04,132.3072
2024-10-07,131.9850
2024-10-08,132.2780
2024-10-09,133.4594
2024-10-10,132.7759
2024-10-11,135.1485
2024-10-14,135.9589
2024-10-15,134.9141
2024-10-16,135.9589
2024-10-17,135.5683
2024-10-18,135.9784
2024-10-21,135.5000
2024-10-22,133.8597
2024-10-23,133.4691
2024-10-24,132.5513
2024-10-25,132.1998
2024-10-28,132.5904
2024-10-29,132.4146
2024-10-30,132.1901
2024-10-31,130.6670
2024-11-01,130.8427
2024-11-04,130.6962
2024-11-05,132.8833
2024-11-06,138.0873
2024-11-07,137.2574
2024-11-08,138.7317
2024-11-11,139.8057
2024-11-12,138.6048
2024-11-13,138.8977
2024-11-14,136.5544
2024-11-15,135.8222
2024-11-18,135.6367
2024-11-19,135.5195
2024-11-20,135.6659
2024-11-21,137.3648
2024-11-22,139.2785
2024-11-25,140.1475
2024-11-26,140.3134
2024-11-27,139.7960
2024-11-29,140.5868
2024-12-02,139.5519
2024-12-03,138.6732
2024-12-04,139.2785
2024-12-05,137.5894
2024-12-06,137.2379
2024-12-09,136.0467
2024-12-10,135.7148
2024-12-11,135.4023
2024-12-12,134.5334
2024-12-13,134.1819
2024-12-16,134.2990
2024-12-17,133.0688
2024-12-18,129.3098
2024-12-19,129.1438
2024-12-20,130.6572
2024-12-23,130.6278
2024-12-24,131.6483
2024-12-26,131.7464
2024-12-27,130.7651
2024-12-30,129.4502
2024-12-31,129.2932
2025-01-02,128.8418
2025-01-03,130.2352
2025-01-06,129.9507
2025-01-07,129.8231
2025-01-08,130.3334
2025-01-10,128.8713
2025-01-13,130.3824
2025-01-14,131.9230
2025-01-15,132.7571
2025-01-16,134.3664
2025-01-17,135.1711
2025-01-21,137.9481
2025-01-22,137.6243
2025-01-23,139.0177
2025-01-24,138.4289
2025-01-27,136.5743
2025-01-28,135.6715
2025-01-29,135.2103
2025-01-30,136.7215
2025-01-31,135.7598
2025-02-03,134.4155
2025-02-04,134.4547
2025-02-05,134.5529
2025-02-06,135.1613
2025-02-07,134.7589
2025-02-10,135.9659
2025-02-11,136.0150
2025-02-12,135.1711
2025-02-13,135.3085
2025-02-14,134.9748
2025-02-18,136.0346
2025-02-19,136.1720
2025-02-20,135.2790
2025-02-21,132.3156
2025-02-24,131.7170
2025-02-25,132.3941
2025-02-26,132.4726
2025-02-27,132.0114
2025-02-28,133.7777
2025-03-03,131.8740
2025-03-04,129.3030
2025-03-05,131.3441
2025-03-06,130.2156
2025-03-07,131.7366
2025-03-10,129.6759
2025-03-11,127.6839
2025-03-12,127.6741
2025-03-13,126.3690
2025-03-14,128.6750
2025-03-17,130.4511
2025-03-18,129.4110
2025-03-19,131.1282
2025-03-20,130.4707
2025-03-21,129.7740
2025-03-24,132.1806
2025-03-25,132.3775
2025-03-26,131.5015
2025-03-27,130.8026
2025-03-28,128.1057
2025-03-31,129.0112
2025-04-01,129.7396
2025-04-02,130.9601
2025-04-03,123.8732
2025-04-04,116.0875
2025-04-07,115.5461
2025-04-08,114.5913
2025-04-09,124.7689
2025-04-10,121.5503
2025-04-11,123.6960
2025-04-14,124.9855
2025-04-15,124.3654
2025-04-16,122.6625
2025-04-17,123.3318
2025-04-21,120.5660
2025-04-22,122.6724
2025-04-23,124.2079
2025-04-24,126.9934
2025-04-25,126.9836
2025-04-28,127.4068
2025-04-29,128.2336
2025-04-30,129.1589
2025-05-01,130.1333
2025-05-02,132.4661
2025-05-05,132.5350
2025-05-06,131.3735
2025-05-07,132.0428
2025-05-08,133.8638
2025-05-09,133.9720
2025-05-12,138.0962
2025-05-13,139.0608
2025-05-14,138.3915
2025-05-15,139.9270
2025-05-16,141.5216
2025-05-19,142.0039
2025-05-20,141.4920
2025-05-21,139.1002
2025-05-22,139.0707
2025-05-23,138.6179
2025-05-27,141.0590
2025-05-28,140.3601
2025-05-29,140.4881
2025-05-30,140.5767
2025-06-02,140.3995
2025-06-03,141.4822
2025-06-04,141.5609
2025-06-05,141.4625
2025-06-06,142.6535
2025-06-09,142.5256
2025-06-10,141.9054
2025-06-11,141.9743
2025-06-12,141.6003
2025-06-13,140.4093
2025-06-16,141.3739
2025-06-17,140.3109
2025-06-18,139.9762
2025-06-20,140.1337
2025-06-23,142.0313
2025-06-24,143.2160
2025-06-25,141.9523
2025-06-26,143.4925
2025-06-27,144.9240
2025-06-30,145.6448
2025-07-01,146.1285
2025-07-02,146.2766
2025-07-03,147.5206
2025-07-07,147.0072
2025-07-08,146.9677
2025-07-09,147.9945
2025-07-10,148.8238
2025-07-11,148.2907
2025-07-14,149.0904
2025-07-15,147.9748
2025-07-16,148.4980
2025-07-17,149.8704
2025-07-18,149.5347
2025-07-21,148.7448
2025-07-22,149.1003
2025-07-23,151.7758
2025-07-24,151.5191
2025-07-25,153.0198
2025-07-28,152.5459
2025-07-29,150.8083
2025-07-30,150.0678
2025-07-31,150.0777
2025-08-01,147.8365
2025-08-04,149.1990
2025-08-05,148.8929
2025-08-06,149.0114
2025-08-07,148.7942
2025-08-08,148.9127
2025-08-11,148.4289
2025-08-12,149.9691
2025-08-13,150.5417
2025-08-14,149.2089
2025-08-15,148.5276
2025-08-18,149.1101
2025-08-19,149.4359
2025-08-20,149.2977
2025-08-21,148.7646
2025-08-22,151.1933
2025-08-25,149.6828
2025-08-26,151.2229
2025-08-27,151.2032
2025-08-28,151.4698
2025-08-29,150.0777
2025-09-02,148.6461
2025-09-03,147.8958
2025-09-04,149.5643
2025-09-05,149.0114
2025-09-08,149.3471
2025-09-09,148.3401
2025-09-10,149.4359
2025-09-11,150.8576
2025-09-12,149.6532
2025-09-15,150.3443
2025-09-16,149.9000
2025-09-17,149.2187
2025-09-18,150.8083
2025-09-19,151.1736
2025-09-22,151.6792
2025-09-23,151.7188
2025-09-24,150.9356
2025-09-25,149.9145
2025-09-26,151.2628
2025-09-29,151.7287
2025-09-30,152.8986
2025-10-01,152.4723
2025-10-02,152.8688
2025-10-03,153.0770
2025-10-06,153.7908
2025-10-07,152.9184
2025-10-08,154.2468
2025-10-09,151.9667
2025-10-10,148.6059
2025-10-13,150.1525
2025-10-14,151.9171
2025-10-15,151.2826
2025-10-16,150.2913
2025-10-17,150.4201
2025-10-20,152.1947
2025-10-21,153.5429
2025-10-22,151.5503
2025-10-23,153.4438
2025-10-24,153.5727
2025-10-27,154.4451
2025-10-28,153.3447
2025-10-29,153.7412
2025-10-30,153.3546
2025-10-31,153.7214
2025-11-03,153.0671
2025-11-04,151.2925
2025-11-05,151.8774
2025-11-06,151.2727
2025-11-07,152.0063
2025-11-10,152.8688
2025-11-11,152.9085
2025-11-12,153.0572
2025-11-13,150.6878
2025-11-14,150.6977
2025-11-17,149.2206
2025-11-18,148.5564
2025-11-19,149.0521
2025-11-20,146.5538
2025-11-21,148.3383
2025-11-24,148.7051
2025-11-25,150.6085
2025-11-26,151.4809
2025-11-28,152.3632
2025-12-01,150.1326
2025-12-02,151.4412
2025-12-03,152.8787
2025-12-04,153.6718
2025-12-05,153.2455
2025-12-08,153.0572
2025-12-09,151.9369
2025-12-10,154.7128
2025-12-11,156.3683
2025-12-12,155.3869
2025-12-15,155.6347
2025-12-16,154.7128
2025-12-17,152.2046
2025-12-18,153.1960
2025-12-19,154.5145
2025-12-22,156.2275
2025-12-23,156.1678
2025-12-24,156.6751
2025-12-26,156.3866
2025-12-29,156.0484
2025-12-30,155.6008
2025-12-31,154.3076
2026-01-02,157.1526
2026-01-05,159.0128
2026-01-06,161.1714
2026-01-07,158.1374
2026-01-08,159.3311
2026-01-09,161.0819
2026-01-12,162.3154
2026-01-13,163.1510
2026-01-14,163.4097
2026-01-15,164.9117
2026-01-16,166.0259
2026-01-20,162.6735
2026-01-21,165.4887
2026-01-22,164.6332
2026-01-23,163.3599
2026-01-26,163.5191
2026-01-27,164.1955
2026-01-28,163.2803
2026-01-29,164.9913
2026-01-30,164.5735
2026-02-02,166.6526
2026-02-03,168.0552
2026-02-04,168.5028
2026-02-05,167.4882
2026-02-06,172.2730
2026-02-09,172.7903
2026-02-10,172.9992
2026-02-11,173.9243
2026-02-12,171.8452
2026-02-13,173.2578
2026-02-17,174.1630
2026-02-18,174.1232
2026-02-19,175.4164
2026-02-20,176.3018
2026-02-23,173.9143
2026-02-24,176.0531
2026-02-25,174.6803
2026-02-26,175.7746
2026-02-27,176.2122
2026-03-02,177.9630
2026-03-03,174.5211
2026-03-04,175.0484
2026-03-05,171.1589
